date,apple_driving,apple_walking,apple,google_retail,google_grocery,google_workplaces,google_residential,google_transit,google,telco,applegoogle,region
2020-07-08,1.8100615621392842,1.9520856086490388,1.8796248582912498,1.3146551724137931,1.0833333333333335,0.9773156899810965,0.9688346883468835,1.2544283413848634,1.1641162968630452,1.1539582367663563,1.5218705775771475,north
2020-07-09,1.852962677953059,2.025400038075008,1.9374223975893559,1.3333333333333335,1.08984375,0.9735349716446124,0.9661246612466124,1.280193236714976,1.1763580719204283,1.162521018300254,1.556890234754892,north
2020-07-10,1.8974413235859942,2.0970211316293104,1.9951953985757958,1.360632183908046,1.0989583333333335,0.9432892249527411,0.9674796747967479,1.3027375201288245,1.1855394032134658,1.1620698197652897,1.590367400894631,north
2020-07-11,1.9290977298961136,2.1286835065078202,2.026854728287274,1.3706896551724137,1.1041666666666667,0.9092627599243855,0.9715447154471545,1.2882447665056362,1.1794185156847743,1.1508620887034495,1.6031366219860241,north
2020-07-12,1.967189303578299,2.181437431740529,2.0721279133110526,1.3879310344827587,1.1119791666666667,0.8771266540642724,0.975609756097561,1.2962962962962963,1.1817138485080336,1.1401828080409564,1.6269208809095432,north
2020-07-13,2.010648326279338,2.248349248018597,2.1270741007935685,1.4051724137931034,1.1197916666666667,0.8449905482041588,0.978319783197832,1.3011272141706924,1.1832440703902065,1.1299504482926088,1.6551590855918876,north
2020-07-14,2.042323970757984,2.2917246976543795,2.1644803030972257,1.4152298850574714,1.12109375,0.8128544423440455,0.981029810298103,1.3043478260869565,1.180566182096404,1.1195270256323289,1.6725232425968148,north
2020-07-15,2.067121969988457,2.3160025249741993,2.189023522425563,1.4238505747126438,1.1223958333333333,0.8071833648393195,0.9796747967479675,1.3236714975845412,1.1866870696250957,1.1219490756149957,1.6878552960253295,north
2020-07-16,2.065486725663716,2.2968648237026947,2.178815584772505,1.4152298850574714,1.1223958333333333,0.7996219281663517,0.981029810298103,1.320450885668277,1.1820964039785768,1.1172369347003204,1.6804559943755408,north
2020-07-17,2.072325894574836,2.305922667655281,2.1867414594406247,1.4267241379310345,1.12890625,0.7939508506616257,0.981029810298103,1.317230273752013,1.1851568477429226,1.1113273405245139,1.6859491535917737,north
2020-07-18,2.089524817237399,2.308297345771169,2.1966794756653565,1.4454022988505748,1.1328125000000002,0.7882797731568998,0.9796747967479675,1.3301127214170694,1.1931905126243305,1.1140184861537765,1.6949349941448435,north
2020-07-19,2.08202193151212,2.289309940582949,2.183551478924044,1.4497126436781609,1.1354166666666667,0.780718336483932,0.9796747967479675,1.3268921095008053,1.1928079571537873,1.1118564658687613,1.6881797180389158,north
2020-07-20,2.0608791843016543,2.2504032944901455,2.15370798427585,1.4410919540229883,1.1328125000000002,0.7731568998109641,0.9823848238482384,1.3123993558776168,1.1847742922723794,1.1040442351644424,1.6692411382741148,north
2020-07-21,2.0496248557137355,2.227157500275543,2.1365802427329785,1.4382183908045976,1.1302083333333335,0.7655954631379962,0.9850948509485095,1.2962962962962963,1.1778882938026012,1.093592792003973,1.6572342682677899,north
2020-07-22,2.021633320507887,2.1852449325170586,2.1017701938035853,1.4353448275862069,1.1263020833333335,0.7674858223062382,0.9850948509485095,1.286634460547504,1.1740627390971692,1.0895768954128762,1.6379164664503771,north
2020-07-23,2.001048480184686,2.152470366622246,2.0752148329186357,1.4339080459770115,1.1223958333333333,0.7674858223062382,0.9864498644986449,1.2818035426731078,1.1713848508033664,1.0848764324544646,1.6232998418610012,north
2020-07-24,1.961129280492497,2.1043656002324584,2.031286347374155,1.413793103448276,1.1080729166666667,0.780718336483932,0.9878048780487805,1.2737520128824478,1.1625860749808723,1.0844894566669907,1.5969362111775136,north
2020-07-25,1.9160253943824543,2.0652285001452864,1.9891049896202937,1.396551724137931,1.0989583333333335,0.7939508506616257,0.989159891598916,1.2640901771336555,1.155700076511094,1.0802154234871146,1.5724025330656939,north
2020-07-26,1.8778953443632165,2.0084867188361075,1.9418589243385695,1.3735632183908046,1.0885416666666667,0.8071833648393195,0.991869918699187,1.239935587761675,1.1434583014537107,1.0695742612482702,1.5426586128961401,north
2020-07-27,1.8604463255098111,1.9779365349738984,1.917992962412214,1.3692528735632183,1.08203125,0.8204158790170133,0.991869918699187,1.2222222222222223,1.138867635807192,1.0652221354566866,1.528430299109703,north
2020-07-28,1.831916121585225,1.95914952456339,1.8942349690571887,1.3807471264367814,1.0859375,0.835538752362949,0.9864498644986449,1.239935587761675,1.1503442999234887,1.0731730060845917,1.5222896344903387,north
2020-07-29,1.800990765679107,1.9469454826007235,1.8724793019341097,1.3836206896551726,1.0872395833333335,0.8412098298676749,0.9850948509485095,1.2495974235104672,1.1549349655700076,1.0814326958817035,1.5137071337520587,north
2020-07-30,1.7832820315505962,1.965582196927948,1.87257254751844,1.403735632183908,1.0924479166666667,0.8525519848771267,0.9823848238482384,1.2592592592592593,1.1664116296863045,1.0915713453334006,1.5194920886023722,north
2020-07-31,1.758878414774913,1.9534182339208246,1.854163906106604,1.3951149425287357,1.09375,0.8809073724007561,0.9769647696476964,1.2592592592592593,1.1702371843917367,1.1033778201323077,1.5122005452491702,north
2020-08-01,1.7309830704116966,1.9302726370950773,1.8285949853506278,1.385057471264368,1.0885416666666667,0.9130434782608696,0.9715447154471545,1.2624798711755234,1.1732976281560827,1.1181325058725027,1.5009463067533553,north
2020-08-02,1.7060504040015387,1.91291844934521,1.8073742534218677,1.3764367816091954,1.0794270833333335,0.9432892249527411,0.9661246612466124,1.2624798711755234,1.1744452945677122,1.1336250167159145,1.4909097739947899,north
2020-08-03,1.6763466717968447,1.8906545895413966,1.7813145664325711,1.367816091954023,1.0729166666666667,0.9773156899810965,0.9593495934959348,1.278582930756844,1.1809487375669472,1.1532858697864712,1.481131651999759,north
2020-08-04,1.6501827626010002,1.8576094906966725,1.7517802545113683,1.3477011494252873,1.0638020833333333,1.005671077504726,0.9552845528455284,1.2753623188405798,1.1778882938026012,1.170935071914658,1.4648342741569849,north
2020-08-05,1.6152943439784528,1.8110978627896959,1.7111987946781309,1.3362068965517242,1.0559895833333335,1.011342155009452,0.9539295392953929,1.2624798711755234,1.17061973986228,1.1746491412639692,1.4409092672702055,north
2020-08-06,1.5957676029242014,1.7773814414396365,1.6847219563905123,1.3204022988505746,1.0481770833333335,1.0245746691871456,0.9498644986449863,1.2640901771336555,1.167176740627391,1.1856261840949183,1.4259493485089516,north
2020-08-07,1.563793766833397,1.7379838281414388,1.6491119585008072,1.30316091954023,1.0390625,1.0434782608695652,0.9471544715447154,1.2689210950080516,1.1648814078041316,1.199496345497601,1.4069966831524694,north
