date,region,apple_driving,apple_walking,apple,google_retail,google_grocery,google_workplaces,google_residential,google_transit,google,telco
2020-10-28,north,125.02,136.8,130.91,97,103,87,105,78,91.25,6.144359807955473e6
2020-10-29,north,128.23,147.43,137.82999999999998,94,93,88,104,80,88.75,6.1565437482621465e6
2020-10-30,north,139.3,153.84,146.57,95,104,88,105,78,91.25,6.148650884718499e6
2020-10-31,north,125.81,162.26,144.035,99,105,96,102,74,93.5,4.693566074870728e6
2020-11-01,north,120.12,113.16,116.64,98,94,89,102,65,86.5,4.036954695025061e6
2020-11-02,north,118.74,144.89,131.815,95,98,82,105,73,87.0,5.8085581167443e6
2020-11-03,north,119.92,137.37,128.645,99,102,88,105,81,92.5,6.103135599468684e6
2020-11-04,north,114.65,132.48,123.565,95,98,85,105,75,88.25,6.076546817784497e6
2020-11-05,north,107.71,120.7,114.205,94,95,87,106,75,87.75,6.040457400026249e6
2020-11-06,north,99.28,136.37,117.825,85,96,81,108,65,81.75,5.897156545730017e6
2020-11-07,north,80.88,116.73,98.805,82,96,88,107,59,81.25,4.325848888313421e6
2020-11-08,north,84.78,101.38,93.08,86,91,84,105,58,79.75,3.993908470895715e6
2020-11-09,north,90.37,114.89,102.63,88,100,70,110,57,78.75,5.417648612163168e6
2020-11-10,north,91.37,116.82,104.095,88,100,75,109,62,81.25,5.659006817269515e6
2020-11-11,north,90.06,113.84,101.95,87,97,72,110,61,79.25,5.682665353103876e6
2020-11-12,north,92.59,112.55,102.57,87,94,74,111,59,78.5,5.68259591999949e6
2020-11-13,north,95.48,133.55,114.51500000000001,84,96,75,110,59,78.5,5.752857978048681e6
2020-11-14,north,84.11,124.0,104.055,86,97,91,106,54,82.0,4.445237914030415e6
2020-11-15,north,84.63,94.85,89.74,88,93,85,105,51,79.25,3.863052907203998e6
2020-11-16,north,93.53,116.32,104.925,90,99,74,109,60,80.75,5.591442083850014e6
2020-11-17,north,93.22,111.46,102.34,89,98,79,109,63,82.25,5.771769028289277e6
2020-11-18,north,94.34,115.98,105.16,88,97,77,109,62,81.0,5.754842670258752e6
2020-11-19,north,96.54,113.61,105.075,88,91,79,109,62,80.0,5.804646653209447e6
2020-11-20,north,108.6,139.55,124.075,92,99,83,106,67,85.25,6.027518177123407e6
2020-11-21,north,90.07,114.04,102.055,90,97,88,105,52,81.75,4.297720244926711e6
2020-11-22,north,92.15,88.44,90.295,93,92,87,103,51,80.75,3.876770599497784e6
2020-11-23,north,99.44,115.26,107.35,99,102,84,106,68,88.25,5.872835966587569e6
2020-11-24,north,102.58,118.85,110.715,99,100,89,106,71,89.75,5.922892813675645e6
2020-11-25,north,104.34,125.42,114.88,99,100,87,105,70,89.0,5.508158037766671e6
2020-11-26,north,105.57,125.03,115.3,103,100,89,105,71,90.75,5.594003653463345e6
2020-11-27,north,113.38,156.0,134.69,109,106,89,103,73,94.25,5.727490834270147e6
2020-11-28,north,102.1,143.66,122.88,102,108,95,103,62,91.75,4.306115105063592e6
2020-11-29,north,93.28,96.47,94.875,104,105,93,102,58,90.0,3.9245794231217513e6
2020-11-30,north,107.8,124.13,115.965,107,111,85,105,70,93.25,5.473248039078962e6
2020-12-01,north,108.14,130.39,119.26499999999999,106,109,90,104,76,95.25,5.605227732386326e6
2020-12-02,north,109.39,137.17,123.28,103,107,88,105,70,92.0,5.643541241303727e6
2020-12-03,north,112.02,136.3,124.16,101,101,89,105,72,90.75,5.544572798273062e6
2020-12-04,north,123.55,160.23,141.89,99,104,88,105,70,90.25,5.714945696329042e6
2020-12-05,north,107.54,140.33,123.935,101,105,92,102,61,89.75,4.3146267950295e6
2020-12-06,north,104.38,105.2,104.78999999999999,102,99,90,102,60,87.75,3.827019524026045e6
2020-12-07,north,107.21,123.61,115.41,103,104,84,105,69,90.0,5.339390618169513e6
2020-12-08,north,109.72,132.77,121.245,107,107,91,105,75,95.0,5.503351874994365e6
2020-12-09,north,109.79,136.71,123.25,103,104,87,105,71,91.25,5.563147278075937e6
2020-12-10,north,109.99,136.96,123.475,104,99,88,105,72,90.75,5.660617548816906e6
2020-12-11,north,110.4,134.54,122.47,93,102,86,106,67,87.0,5.614656722791858e6
2020-12-12,north,97.14,116.73,106.935,89,108,89,104,58,86.0,4.196867586337944e6
2020-12-13,north,95.72,105.81,100.765,94,101,87,104,56,84.5,3.8421656372977914e6
2020-12-14,north,102.16,117.27,109.715,96,104,73,108,61,83.5,5.028273804498211e6
2020-12-15,north,104.58,133.7,119.13999999999999,104,108,78,108,66,89.0,5.219279024929292e6
2020-12-16,north,104.99,134.23,119.60999999999999,106,111,77,108,65,89.75,5.321258132918347e6
2020-12-17,north,109.94,133.0,121.47,96,107,70,110,62,83.75,5.141916833205676e6
2020-12-18,north,110.8,140.43,125.61500000000001,85,102,71,110,58,79.0,5.162507073940721e6
2020-12-19,north,95.06,124.58,109.82,86,110,86,105,61,85.75,4.217708684096165e6
2020-12-20,north,91.74,108.64,100.19,89,101,86,105,57,83.25,3.775583379494884e6
2020-12-21,north,109.61,125.87,117.74000000000001,104,121,53,112,54,83.0,4.841052004766556e6
2020-12-22,north,112.37,116.0,114.185,108,128,53,111,59,87.0,4.8901907133667255e6
2020-12-23,north,95.35,99.49,97.41999999999999,107,136,40,112,55,84.5,4.7073499657764975e6
2020-12-24,north,52.29,46.41,49.349999999999994,22,47,15,113,32,29.0,3.819507834861688e6
2020-12-25,north,68.45,70.04,69.245,18,39,14,121,29,25.0,3.53664170550182e6
2020-12-26,north,78.26,74.97,76.61500000000001,24,62,62,106,50,49.5,2.1318378830151195e6
2020-12-27,north,78.75,71.21,74.97999999999999,55,84,73,106,44,64.0,2.116513674830844e6
2020-12-28,north,96.59,94.56,95.575,68,101,29,118,42,60.0,3.7087562334681074e6
2020-12-29,north,95.55,99.51,97.53,72,109,31,118,45,64.25,3.721378988115878e6
2020-12-30,north,97.19,112.81,105.0,92,140,30,117,49,77.75,3.7254636940163067e6
2020-12-31,north,80.31,151.68,115.995,49,85,19,118,37,47.5,3.6495060310135856e6
2021-01-01,north,61.03,84.27,72.65,23,31,13,122,32,24.75,3.1082972051995923e6
2021-01-02,north,83.12,111.33,97.225,50,89,74,109,52,66.25,3.3307732735198764e6
2021-01-03,north,85.31,92.81,89.06,57,85,75,109,46,65.75,3.194785347323048e6
2021-01-04,north,86.58,100.7,93.64,63,95,61,114,48,66.75,4.367357517078082e6
2021-01-05,north,86.72,103.26,94.99000000000001,61,94,64,114,50,67.25,4.4241239574397635e6
2021-01-06,north,84.33,103.37,93.85,56,90,61,115,50,64.25,4.346595852854559e6
2021-01-07,north,84.47,104.25,94.36,55,84,61,115,50,62.5,4.376939992186396e6
2021-01-08,north,87.14,104.11,95.625,53,89,62,116,46,62.5,4.468474093071346e6
2021-01-09,north,84.19,108.81,96.5,49,89,79,109,48,66.25,3.5066076684849137e6
2021-01-10,north,89.09,96.08,92.58500000000001,59,85,79,107,47,67.5,3.395574576493351e6
2021-01-11,north,87.55,96.39,91.97,57,87,59,115,45,62.0,4.303829749798886e6
2021-01-12,north,92.55,112.34,102.445,61,93,63,113,52,67.25,4.516592423026921e6
2021-01-13,north,89.0,103.39,96.195,57,87,60,114,48,63.0,4.437887329484155e6
2021-01-14,north,91.7,107.04,99.37,57,85,61,114,50,63.25,4.495347948917577e6
2021-01-15,north,96.18,116.53,106.355,54,88,61,114,48,62.75,4.61128739272591e6
2021-01-16,north,90.95,113.98,102.465,51,90,76,108,54,67.75,3.7146293426154926e6
2021-01-17,north,91.03,107.58,99.305,58,83,76,107,50,66.75,3.3999119376680227e6
2021-01-18,north,95.47,112.87,104.17,59,88,59,113,49,63.75,4.387390782955145e6
2021-01-19,north,95.73,113.04,104.385,59,90,62,113,52,65.75,3.8406542590433303e6
2021-01-20,north,96.7,109.4,103.05000000000001,57,85,61,114,48,62.75,4.25736644057422e6
2021-01-21,north,96.47,108.11,102.28999999999999,57,83,62,114,47,62.25,4.427504424621957e6
2021-01-22,north,97.47,111.87,104.67,54,88,62,114,47,62.75,4.554913100105542e6
2021-01-23,north,99.82,128.19,114.005,53,92,82,108,53,70.0,3.7383073864635495e6
2021-01-24,north,100.32,118.17,109.245,60,85,79,106,50,68.5,3.433401482990175e6
2021-01-25,north,98.03,118.46,108.245,62,90,60,112,49,65.25,4.4598574912574105e6
2021-01-26,north,98.8,127.06,112.93,61,91,63,112,53,67.0,4.590356810165133e6
2021-01-27,north,97.07,111.95,104.50999999999999,57,87,61,113,50,63.75,4.487192591162536e6
2021-01-28,north,100.8,124.27,112.535,59,88,63,113,53,65.75,4.65661623076414e6
2021-01-29,north,107.29,132.24,119.76500000000001,60,99,63,112,53,68.75,4.808306041171818e6
2021-01-30,north,103.32,134.44,118.88,56,97,81,107,53,71.75,3.849078791739138e6
2021-01-31,north,101.02,121.81,111.41499999999999,65,91,82,105,55,73.25,3.8311483201709474e6
2021-02-01,north,99.91,134.95,117.42999999999999,62,95,60,112,51,67.0,4.576443927123644e6
2021-02-02,north,98.4,122.61,110.505,62,96,64,112,52,68.5,4.608087572835268e6
2021-02-03,north,100.15,116.82,108.485,59,92,62,113,49,65.5,4.598501486173602e6
2021-02-04,north,100.98,117.39,109.185,59,90,64,113,51,66.0,4.6198540035965005e6
2021-02-05,north,108.26,126.22,117.24000000000001,59,96,64,113,51,67.5,4.508057141199672e6
2021-02-06,north,104.43,131.35,117.89,55,96,83,108,54,72.0,3.693322642801567e6
2021-02-07,north,100.2,107.39,103.795,62,87,80,106,49,69.5,3.1685182968266727e6
2021-02-08,north,99.42,115.34,107.38,61,93,62,113,51,66.75,4.331182590587451e6
2021-02-09,north,99.6,112.87,106.235,62,94,67,113,51,68.5,4.4172012529084785e6
2021-02-10,north,102.1,116.76,109.43,63,95,66,112,53,69.25,4.537824966467752e6
2021-02-11,north,100.79,114.7,107.745,62,92,67,113,54,68.75,4.571782534702174e6
2021-02-12,north,109.26,133.0,121.13,61,100,67,112,55,70.75,4.693202586580209e6
2021-02-13,north,118.32,159.53,138.925,61,105,84,106,61,77.75,3.820512987985183e6
2021-02-14,north,118.51,146.18,132.345,74,101,86,105,59,80.0,3.6801290313558443e6
2021-02-15,north,110.02,126.73,118.375,63,98,61,113,52,68.5,4.5558398619163465e6
2021-02-16,north,116.31,140.1,128.20499999999998,64,100,65,113,58,71.75,4.630931127715958e6
2021-02-17,north,115.39,130.29,122.84,61,98,62,113,57,69.5,4.683744972144284e6
2021-02-18,north,122.31,141.62,131.965,63,98,64,113,56,70.25,4.691402228166314e6
2021-02-19,north,128.31,147.99,138.15,63,102,64,112,58,71.75,4.810268255857721e6
2021-02-20,north,122.23,146.45,134.34,56,101,87,106,59,75.75,3.6385856635594363e6
2021-02-21,north,115.98,143.84,129.91,68,96,85,104,60,77.25,3.4321260606968394e6
2021-02-22,north,112.38,148.5,130.44,65,102,57,111,54,69.5,4.297234921937507e6
2021-02-23,north,112.25,141.09,126.67,65,98,60,111,54,69.25,4.1845675615928248e6
2021-02-24,north,116.64,135.96,126.30000000000001,63,97,59,112,54,68.25,4.344540071936607e6
2021-02-25,north,116.06,133.04,124.55,65,94,59,112,56,68.5,4.407009533068142e6
2021-02-26,north,122.54,149.12,135.83,65,104,58,111,56,70.75,4.460609629787987e6
2021-02-27,north,114.09,146.0,130.04500000000002,60,105,88,105,63,79.0,3.6730784223210774e6
2021-02-28,north,118.09,140.29,129.19,75,99,90,103,65,82.25,3.5909380918373126e6
2021-03-01,north,114.77,144.48,129.625,92,105,67,110,62,81.5,4.79962670479178e6
2020-06-01,south,135.48,126.79,131.135,77,90,24,113,73,66.0,8.10679898873706e6
2020-06-02,south,130.79,139.25,135.01999999999998,127,122,85,102,95,107.25,1.0718912112606656e7
2020-06-03,south,132.44,144.04,138.24,115,109,85,104,92,100.25,1.014364203276279e7
2020-06-04,south,134.61,126.83,130.72,118,118,83,104,90,102.25,1.0525073189326504e7
2020-06-05,south,129.03,127.55,128.29,70,79,42,113,64,63.75,8.816794777775232e6
2020-06-06,south,122.87,136.7,129.785,109,116,104,102,86,103.75,8.520604466710456e6
2020-06-07,south,124.06,112.57,118.315,109,97,104,102,86,99.0,7.514796542998213e6
2020-06-08,south,131.09,138.31,134.7,113,103,85,104,88,97.25,1.0237061556449102e7
2020-06-09,south,135.04,137.25,136.14499999999998,112,104,86,103,90,98.0,1.2260742666744497e7
2020-06-10,south,137.66,140.92,139.29,111,103,86,103,90,97.5,1.1166890552997816e7
2020-06-11,south,140.06,141.91,140.985,112,105,85,104,86,97.0,1.0717829190724183e7
2020-06-12,south,151.05,151.83,151.44,106,101,85,103,83,93.75,1.1152952505767966e7
2020-06-13,south,138.83,139.82,139.325,98,100,107,101,85,97.5,8.875773065370921e6
2020-06-14,south,140.43,122.64,131.535,117,97,111,99,93,104.5,8.473093916295499e6
2020-06-15,south,146.74,157.92,152.32999999999998,119,106,85,102,96,101.5,1.0784226723176429e7
2020-06-16,south,152.89,158.23,155.56,120,109,86,101,95,102.5,1.0993371290390028e7
2020-06-17,south,155.23,164.9,160.065,118,106,86,102,95,101.25,1.097011777828581e7
2020-06-18,south,155.03,160.29,157.66,117,106,85,101,94,100.5,1.0982233327902447e7
2020-06-19,south,168.67,157.6,163.135,106,99,84,103,83,93.0,1.0644873191488124e7
2020-06-20,south,156.05,150.92,153.485,105,103,107,99,99,103.5,8.702582937025445e6
2020-06-21,south,153.18,129.51,141.345,122,100,109,98,101,108.0,8.275332700306909e6
2020-06-22,south,160.44,164.15,162.29500000000002,124,107,82,102,94,101.75,1.0710917348867463e7
2020-06-23,south,160.26,173.49,166.875,121,110,83,99,98,103.0,1.1093149608047787e7
2020-06-24,south,168.85,180.04,174.445,118,105,84,101,100,101.75,1.1133365816595221e7
2020-06-25,south,172.51,171.79,172.14999999999998,121,109,83,101,95,102.0,1.1358715429946149e7
2020-06-26,south,186.77,187.63,187.2,110,99,84,100,92,96.25,1.1450190204294993e7
2020-06-27,south,187.81,179.41,183.61,101,101,103,97,112,104.25,9.26828939604359e6
2020-06-28,south,176.01,155.81,165.91,120,101,101,99,101,105.75,8.175522909467087e6
2020-06-29,south,177.8,186.02,181.91000000000003,126,106,73,103,90,98.75,1.0331844908066666e7
2020-06-30,south,188.04,188.94,188.49,139,118,72,103,90,104.75,1.052576830660904e7
2020-07-01,south,189.42,211.84,200.63,132,109,72,103,94,101.75,1.0700529796427023e7
2020-07-02,south,187.17,206.72,196.945,132,111,71,102,97,102.75,7.372022003716139e6
2020-07-03,south,200.21,191.06,195.635,118,100,69,103,89,94.0,1.1206674234878754e7
2020-07-04,south,229.88,178.4,204.14,107,101,93,99,107,102.0,8.574345877831375e6
2020-07-05,south,187.59,163.93,175.76,125,100,93,100,99,104.25,7.719204869140303e6
2020-07-06,south,202.34,210.71,206.525,139,109,59,105,90,99.25,1.0205813753721057e7
2020-07-07,south,202.69,225.91,214.3,140,110,59,105,92,100.25,1.049696713213797e7
2020-07-08,south,206.53,232.62,219.575,138,107,60,104,97,100.5,1.0676885289632536e7
2020-07-09,south,201.53,220.08,210.805,135,107,60,104,100,100.5,1.0887530035369419e7
2020-07-10,south,217.96,213.44,215.7,119,98,60,104,87,91.0,1.0539246447270604e7
2020-07-11,south,269.05,228.88,248.965,116,104,96,97,127,110.75,8.89009474802068e6
2020-07-12,south,204.74,203.46,204.10000000000002,133,102,92,98,115,110.5,8.136424356437293e6
2020-07-13,south,217.24,254.49,235.865,148,111,47,105,101,101.75,1.007066527303229e7
2020-07-14,south,216.76,250.41,233.58499999999998,146,113,46,107,90,98.75,9.872183016308913e6
2020-07-15,south,220.38,254.0,237.19,143,109,48,106,95,98.75,1.0117431028006416e7
2020-07-16,south,218.7,251.75,235.225,141,109,48,105,98,99.0,1.0316623137965523e7
2020-07-17,south,230.6,250.38,240.49,120,97,49,104,93,89.75,1.0370557968926672e7
2020-07-18,south,262.68,241.62,252.15,114,104,95,96,133,111.5,9.1167108361275e6
2020-07-19,south,211.01,200.93,205.97,133,104,92,98,116,111.25,8.308801120064522e6
2020-07-20,south,229.1,272.28,250.69,154,117,44,106,98,103.25,9.971729276553812e6
2020-07-21,south,226.06,262.68,244.37,155,116,44,106,95,102.5,1.0130856260852765e7
2020-07-22,south,225.33,257.26,241.29500000000002,147,110,45,106,96,99.5,1.0155309281002395e7
2020-07-23,south,215.72,239.06,227.39,139,110,45,107,88,95.5,9.945145297734031e6
2020-07-24,south,239.96,245.06,242.51,122,99,45,107,83,87.25,9.912873998704404e6
2020-07-25,south,236.27,224.76,230.515,114,103,94,97,127,109.5,8.891342513141636e6
2020-07-26,south,196.46,183.59,190.025,131,101,89,100,106,106.75,7.76564792092652e6
2020-07-27,south,207.5,238.85,223.175,142,110,50,106,95,99.25,9.932109744942224e6
2020-07-28,south,205.32,243.41,224.365,146,112,51,107,93,100.5,1.0157516882868731e7
2020-07-29,south,209.23,233.28,221.255,140,107,51,107,89,96.75,9.992168994230606e6
2020-07-30,south,206.42,235.83,221.125,140,108,51,106,92,97.75,1.0359730228819078e7
2020-07-31,south,223.0,234.45,228.725,129,105,53,102,95,95.5,1.1064613557241347e7
2020-08-01,south,222.91,219.84,221.375,117,108,99,95,136,115.0,9.591698911351362e6
2020-08-02,south,189.59,183.36,186.47500000000002,137,108,96,98,116,114.25,8.4858828519984e6
2020-08-03,south,195.66,234.75,215.20499999999998,142,113,64,103,98,104.25,1.079611129106406e7
2020-08-04,south,195.2,236.94,216.07,141,114,64,103,97,104.0,1.1139467813705375e7
2020-08-05,south,198.29,235.68,216.985,138,110,65,103,97,102.5,1.1067062543161323e7
2020-08-06,south,195.73,223.74,209.735,131,110,66,102,99,101.5,1.1550001220206458e7
2020-08-07,south,208.32,212.6,210.45999999999998,115,99,65,101,94,93.25,1.179598876866563e7
2020-08-08,south,208.73,207.02,207.875,109,104,98,95,128,109.75,1.0022844734850753e7
2020-08-09,south,188.11,166.88,177.495,128,107,99,96,114,112.0,9.11747257680955e6
2020-08-10,south,179.34,208.72,194.03,127,111,73,101,99,102.5,1.1747910777508888e7
2020-08-11,south,180.22,207.15,193.685,128,112,75,101,99,103.5,1.179524643784035e7
2020-08-12,south,180.87,200.97,190.92000000000002,126,109,76,101,99,102.5,1.2154336496031938e7
2020-08-13,south,182.95,206.43,194.69,121,108,76,100,99,101.0,1.2292112225928856e7
2020-08-14,south,201.63,210.24,205.935,114,102,76,99,99,97.75,1.2436867107471408e7
2020-08-15,south,193.66,203.97,198.815,106,104,99,95,119,107.0,9.94857799058545e6
2020-08-16,south,185.8,164.82,175.31,122,102,97,96,113,108.5,8.91180623096053e6
2020-08-17,south,173.76,184.93,179.345,119,105,76,100,99,99.75,1.1863992356661338e7
2020-08-18,south,169.76,196.22,182.99,119,106,79,102,96,100.0,1.1735111993010694e7
2020-08-19,south,171.66,189.44,180.55,118,104,79,101,98,99.75,1.185504880567363e7
2020-08-20,south,179.39,181.71,180.55,115,103,78,102,94,97.5,1.1739778483250964e7
2020-08-21,south,197.19,202.77,199.98000000000002,111,98,78,101,95,95.5,9.220602635679066e6
2020-08-22,south,185.49,197.2,191.345,105,101,98,98,106,102.5,9.24830933581838e6
2020-08-23,south,169.72,147.59,158.655,117,97,93,99,100,101.75,8.060314980197408e6
2020-08-24,south,163.72,181.0,172.36,115,100,81,102,93,97.25,1.1291117354163667e7
2020-08-25,south,163.8,177.95,170.875,116,102,81,101,93,98.0,1.1634066807045775e7
2020-08-26,south,165.53,179.07,172.3,111,99,83,103,89,95.5,1.1521637057715295e7
2020-08-27,south,169.91,190.56,180.235,117,102,83,101,96,99.5,1.1922398626126705e7
2020-08-28,south,193.47,204.28,198.875,109,98,83,101,92,95.5,1.1583863256957969e7
2020-08-29,south,176.63,194.43,185.53,108,99,100,98,102,102.25,9.388481015006607e6
2020-08-30,south,165.46,148.8,157.13,124,97,100,98,106,106.75,8.433219366917592e6
2020-08-31,south,163.87,192.64,178.255,126,107,85,100,98,104.0,1.1649867738454133e7
2020-09-01,south,165.19,188.15,176.67000000000002,123,106,84,100,98,102.75,1.2108495700010365e7
2020-09-02,south,170.11,191.8,180.955,118,104,85,100,98,101.25,1.2099756940922441e7
2020-09-03,south,172.1,182.92,177.51,116,103,84,101,95,99.5,1.1926894445849806e7
2020-09-04,south,193.27,212.26,202.765,116,102,84,100,94,99.0,1.199020921677158e7
2020-09-05,south,183.9,198.77,191.335,110,102,98,98,98,102.0,9.38029301756562e6
2020-09-06,south,167.42,144.55,155.985,124,99,95,99,102,105.0,8.267605110008802e6
2020-09-07,south,156.02,172.08,164.05,115,100,84,101,95,98.5,1.145782693785012e7
2020-09-08,south,155.17,166.55,160.86,115,103,84,101,90,98.0,1.15825603468901e7
2020-09-09,south,160.86,163.18,162.02,108,98,84,102,89,94.75,1.1486348243085388e7
2020-09-10,south,149.57,154.14,151.855,115,102,85,100,94,99.0,1.1791040967428805e7
2020-09-11,south,189.69,190.06,189.875,109,100,85,100,93,96.75,1.1770147773028828e7
2020-09-12,south,167.99,175.47,171.73000000000002,106,101,98,98,100,101.25,9.108706287167255e6
2020-09-13,south,158.53,138.97,148.75,119,98,97,98,103,104.25,8.033758136081654e6
2020-09-14,south,152.77,164.75,158.76,115,97,89,99,97,99.5,1.1430071365535364e7
2020-09-15,south,154.92,169.7,162.31,115,101,88,99,93,99.25,1.1790446505914235e7
2020-09-16,south,154.82,172.11,163.465,110,99,88,100,93,97.5,1.1590712833908428e7
2020-09-17,south,157.67,170.93,164.3,113,101,88,100,97,99.75,1.1921195058320513e7
2020-09-18,south,184.31,197.74,191.025,108,98,88,100,94,97.0,1.191020328000252e7
2020-09-19,south,164.91,185.42,175.165,103,101,102,98,100,101.5,9.355222492974585e6
2020-09-20,south,154.59,140.68,147.635,118,99,100,98,106,105.75,8.139159260901493e6
2020-09-21,south,143.8,159.51,151.655,109,99,87,102,93,97.0,1.1259067682247873e7
2020-09-22,south,143.4,158.64,151.01999999999998,108,101,86,102,88,95.75,1.0985603355672065e7
2020-09-23,south,142.16,149.78,145.97,103,100,87,103,89,94.75,1.1589945949817043e7
2020-09-24,south,142.43,146.91,144.67000000000002,105,101,86,103,88,95.0,1.1614964074689373e7
2020-09-25,south,158.36,155.95,157.155,97,98,86,104,82,90.75,1.1435164618255293e7
2020-09-26,south,144.6,159.24,151.92000000000002,97,102,101,101,86,96.5,8.906684432628265e6
2020-09-27,south,139.43,127.67,133.55,110,96,99,101,95,100.0,7.850987355022648e6
2020-09-28,south,132.87,141.64,137.255,101,96,88,103,84,92.25,1.2367825328853462e7
2020-09-29,south,132.67,141.44,137.055,107,100,88,103,85,95.0,1.2439819214360626e7
2020-09-30,south,138.2,150.77,144.485,115,109,88,102,90,100.5,1.2695548659354659e7
2020-10-01,south,138.78,150.53,144.655,115,111,89,102,89,101.0,1.2892329307994433e7
2020-10-02,south,154.73,170.15,162.44,109,107,88,102,82,96.5,1.2938506634666981e7
2020-10-03,south,150.66,168.13,159.39499999999998,112,111,100,101,90,103.25,1.0673000487902766e7
2020-10-04,south,140.2,133.3,136.75,129,105,99,100,93,106.5,1.0076047023745365e7
2020-10-05,south,133.73,144.84,139.285,114,105,88,102,89,99.0,1.2415836827625135e7
2020-10-06,south,136.33,137.63,136.98000000000002,115,109,87,103,84,98.75,1.2588900680898745e7
2020-10-07,south,139.15,150.26,144.70499999999998,111,106,89,103,85,97.75,1.2787830507753681e7
2020-10-08,south,141.29,146.62,143.95499999999998,111,105,88,103,83,96.75,1.2628974276537312e7
2020-10-09,south,172.25,176.71,174.48000000000002,107,104,87,102,85,95.75,1.2990330607084775e7
2020-10-10,south,158.92,168.04,163.48,109,108,98,100,98,103.25,1.0072643606453044e7
2020-10-11,south,146.93,142.86,144.895,125,102,94,100,95,104.0,8.973749690590532e6
2020-10-12,south,157.72,187.85,172.785,130,108,63,105,82,95.75,1.1432360346350985e7
2020-10-13,south,157.26,187.11,172.185,133,112,63,105,83,97.75,1.1768286820007153e7
2020-10-14,south,161.41,176.24,168.825,125,109,62,106,82,94.5,1.15807138782148e7
2020-10-15,south,162.28,180.66,171.47,129,111,60,106,81,95.25,1.1569111331403725e7
2020-10-16,south,171.32,188.64,179.98,113,103,59,106,75,87.5,1.1667015667472057e7
2020-10-17,south,149.74,171.41,160.575,108,104,98,100,99,102.25,1.0101957925202416e7
2020-10-18,south,138.22,130.07,134.14499999999998,120,102,97,101,93,103.0,8.852591470619192e6
2020-10-19,south,130.57,138.57,134.57,108,102,91,103,85,96.5,1.2333607084581995e7
2020-10-20,south,131.25,139.08,135.16500000000002,112,107,89,103,80,97.0,1.2591389565646378e7
2020-10-21,south,134.85,136.29,135.57,103,100,90,104,80,93.25,1.2457306161483014e7
2020-10-22,south,135.26,144.29,139.77499999999998,108,104,90,103,86,97.0,1.2797588984763859e7
2020-10-23,south,146.25,159.78,153.015,104,103,89,103,82,94.5,1.2808912588801272e7
2020-10-24,south,125.92,145.44,135.68,101,105,99,102,83,97.0,9.756223176004227e6
2020-10-25,south,123.17,105.07,114.12,109,98,93,102,77,94.25,8.111736071419607e6
2020-10-26,south,121.65,126.92,124.285,101,98,90,104,78,91.75,1.1646394631049749e7
2020-10-27,south,123.55,123.26,123.405,102,102,88,104,76,92.0,1.1877082850144975e7
2020-10-28,south,124.78,133.28,129.03,100,101,90,105,77,92.0,1.2019850002596842e7
2020-10-29,south,128.05,135.52,131.78500000000003,101,96,89,104,78,91.0,1.205826045556965e7
2020-10-30,south,142.12,155.39,148.755,103,102,88,104,75,92.0,1.2075302521221248e7
2020-10-31,south,120.4,154.56,137.48000000000002,100,104,99,103,73,94.0,9.234526966748144e6
2020-11-01,south,117.92,110.04,113.98,112,96,94,102,75,94.25,8.0647263026116025e6
2020-11-02,south,116.48,126.07,121.275,99,94,88,105,74,88.75,1.1355835162743894e7
2020-11-03,south,118.35,130.59,124.47,106,101,88,104,75,92.5,1.1784334539384013e7
2020-11-04,south,120.61,132.8,126.70500000000001,99,98,89,105,73,89.75,1.181717723845746e7
2020-11-05,south,116.56,128.47,122.515,101,100,89,105,76,91.5,1.1828156840244237e7
2020-11-06,south,124.17,157.13,140.65,99,99,88,105,71,89.25,1.1979002147727242e7
2020-11-07,south,108.06,142.77,125.415,97,101,99,103,67,91.0,9.104650447897743e6
2020-11-08,south,108.44,110.02,109.22999999999999,109,96,93,102,75,93.25,8.027369245097046e6
2020-11-09,south,109.97,121.42,115.695,100,97,89,105,71,89.25,1.1378471169601396e7
2020-11-10,south,111.97,124.11,118.03999999999999,100,100,88,104,72,90.0,1.1780505112737644e7
2020-11-11,south,111.74,132.77,122.255,100,98,89,105,73,90.0,1.180958228793319e7
2020-11-12,south,114.62,126.45,120.535,101,98,89,105,75,90.75,1.1859458968144078e7
2020-11-13,south,122.34,147.89,135.115,99,99,89,105,71,89.5,1.1986463575740108e7
2020-11-14,south,108.15,146.4,127.275,98,101,97,103,66,90.5,9.159221461703515e6
2020-11-15,south,108.31,107.99,108.15,111,97,92,102,73,93.25,7.974626781272849e6
2020-11-16,south,109.45,120.03,114.74000000000001,100,95,89,105,71,88.75,1.1289848688407917e7
2020-11-17,south,111.61,120.38,115.995,102,99,89,105,72,90.5,1.1779822898404015e7
2020-11-18,south,111.96,123.89,117.925,99,99,90,105,71,89.75,1.1785387974726075e7
2020-11-19,south,113.16,125.92,119.53999999999999,102,98,89,105,73,90.5,1.1901096009464255e7
2020-11-20,south,123.6,150.24,136.92000000000002,102,99,89,105,71,90.25,1.2020117532005852e7
2020-11-21,south,106.8,129.96,118.38,95,100,95,104,60,87.5,8.71138059058336e6
2020-11-22,south,103.92,99.77,101.845,112,96,92,102,70,92.5,7.857654988215822e6
2020-11-23,south,108.39,124.47,116.43,104,97,90,105,71,90.5,1.1513003506185653e7
