date,region,apple_driving,apple_walking,apple,google_retail,google_grocery,google_workplaces,google_residential,google_transit,google,telco
2020-11-24,south,110.35,126.04,118.195,106,101,89,105,70,91.5,1.1695179587439254e7
2020-11-25,south,109.77,125.55,117.66,104,101,90,105,71,91.5,1.0579126710997859e7
2020-11-26,south,112.52,126.27,119.395,111,105,90,104,74,95.0,1.0846291474780658e7
2020-11-27,south,120.71,152.53,136.62,117,108,89,103,72,96.5,1.1071590608681181e7
2020-11-28,south,104.7,133.91,119.305,104,108,99,103,65,94.0,8.47777513755229e6
2020-11-29,south,100.08,91.6,95.84,117,107,94,102,71,97.25,7.741372630593566e6
2020-11-30,south,112.57,123.33,117.94999999999999,114,108,90,104,74,96.5,1.0640436211864062e7
2020-12-01,south,113.19,130.38,121.785,113,111,90,104,74,97.0,1.0804808792903902e7
2020-12-02,south,112.32,128.89,120.60499999999999,108,107,90,105,72,94.25,1.087306005278389e7
2020-12-03,south,111.72,121.73,116.725,109,107,90,105,74,95.0,1.0687003410062812e7
2020-12-04,south,121.45,145.43,133.44,104,103,89,105,70,91.5,1.1016245206252178e7
2020-12-05,south,104.41,135.2,119.80499999999999,102,107,96,103,66,92.75,8.466128080174573e6
2020-12-06,south,102.0,97.51,99.755,113,101,93,102,68,93.75,7.435785184886291e6
2020-12-07,south,104.81,120.16,112.485,107,101,89,105,70,91.75,1.0249536347039353e7
2020-12-08,south,105.53,123.5,114.515,113,107,89,105,70,94.75,1.0526744285418442e7
2020-12-09,south,107.57,124.24,115.905,102,105,85,106,66,89.5,1.030381135494669e7
2020-12-10,south,109.21,122.69,115.94999999999999,102,104,85,107,67,89.5,1.0340742060365068e7
2020-12-11,south,109.16,125.18,117.17,95,101,83,107,59,84.5,1.0410403117769457e7
2020-12-12,south,92.63,108.58,100.60499999999999,91,109,92,105,56,87.0,8.1745773481198605e6
2020-12-13,south,89.72,90.12,89.92,103,102,90,104,59,88.5,7.387943068803983e6
2020-12-14,south,102.36,112.67,107.515,99,101,80,108,62,85.5,9.8515311012088e6
2020-12-15,south,105.13,117.57,111.35,107,108,79,107,61,88.75,1.0068975780724406e7
2020-12-16,south,104.62,117.72,111.17,107,112,80,108,63,90.5,1.0249340512686267e7
2020-12-17,south,108.86,116.25,112.555,99,110,71,110,59,84.75,9.82764183387923e6
2020-12-18,south,107.64,122.28,114.96000000000001,88,100,72,110,54,78.5,9.904391006053064e6
2020-12-19,south,89.83,111.28,100.555,82,106,89,106,60,84.25,7.964049153741354e6
2020-12-20,south,85.94,88.68,87.31,95,99,87,105,57,84.5,7.213045491574963e6
2020-12-21,south,106.21,117.07,111.63999999999999,103,112,56,112,56,81.75,9.200888690055747e6
2020-12-22,south,107.16,112.29,109.725,109,126,53,111,60,87.0,9.439028480844632e6
2020-12-23,south,94.3,103.13,98.715,105,131,41,113,60,84.25,9.050658443810033e6
2020-12-24,south,50.88,48.18,49.53,22,43,15,114,37,29.25,7.070053417631111e6
2020-12-25,south,61.98,70.95,66.465,19,37,14,121,32,25.5,6.744513846520269e6
2020-12-26,south,76.01,69.19,72.6,24,56,64,107,51,48.75,3.6945933043208136e6
2020-12-27,south,74.15,64.86,69.505,58,82,74,107,49,65.75,3.6581614829423847e6
2020-12-28,south,89.59,92.77,91.18,68,97,33,118,47,61.25,7.167364649254602e6
2020-12-29,south,87.41,91.27,89.34,72,109,32,118,45,64.5,7.219652312836762e6
2020-12-30,south,89.59,90.06,89.825,86,133,32,118,50,75.25,7.184474059860073e6
2020-12-31,south,72.59,111.45,92.02000000000001,48,82,19,118,38,46.75,6.954279789271025e6
2021-01-01,south,55.92,77.11,66.515,23,28,13,122,29,23.25,5.956376030575109e6
2021-01-02,south,72.26,89.4,80.83000000000001,48,87,76,110,51,65.5,6.307545246279979e6
2021-01-03,south,76.55,83.04,79.795,61,83,80,108,51,68.75,6.194356117495303e6
2021-01-04,south,83.59,95.92,89.755,64,91,66,113,48,67.25,8.443976175487975e6
2021-01-05,south,84.66,98.45,91.555,64,94,64,113,48,67.5,8.548690419575406e6
2021-01-06,south,82.35,90.15,86.25,58,86,64,114,47,63.75,8.346033411354178e6
2021-01-07,south,84.86,95.48,90.17,60,87,64,114,48,64.75,8.444344684957175e6
2021-01-08,south,84.19,98.61,91.4,56,85,64,115,43,62.0,8.607752293034738e6
2021-01-09,south,77.17,98.13,87.65,50,87,82,109,48,66.75,6.783335359157816e6
2021-01-10,south,77.03,84.37,80.7,61,80,80,108,46,66.75,6.121307093925911e6
2021-01-11,south,87.01,97.21,92.11,61,83,64,114,46,63.5,8.380182326319947e6
2021-01-12,south,87.71,101.26,94.485,64,91,64,113,49,67.0,8.709736473870184e6
2021-01-13,south,87.01,94.63,90.82,58,85,64,113,46,63.25,8.664803769473853e6
2021-01-14,south,90.04,100.21,95.125,61,88,63,113,50,65.5,8.725654347473793e6
2021-01-15,south,90.01,102.13,96.07,56,86,63,113,45,62.5,8.742700406469632e6
2021-01-16,south,82.6,104.1,93.35,50,87,81,108,48,66.5,6.967704427395955e6
2021-01-17,south,84.29,94.21,89.25,65,83,80,106,52,70.0,6.517657617132773e6
2021-01-18,south,90.29,98.78,94.535,61,83,63,113,47,63.5,8.439898093982954e6
2021-01-19,south,92.25,103.6,97.925,61,87,63,113,47,64.5,7.113850151261429e6
2021-01-20,south,91.14,98.48,94.81,59,85,63,114,46,63.25,8.152646241680386e6
2021-01-21,south,93.06,101.92,97.49000000000001,61,88,64,113,50,65.75,8.612619523822755e6
2021-01-22,south,95.24,108.28,101.75999999999999,58,87,64,114,45,63.5,8.758266043695508e6
2021-01-23,south,85.7,108.56,97.13,51,90,82,108,50,68.25,7.033932033407032e6
2021-01-24,south,89.03,100.68,94.855,67,84,81,106,53,71.25,6.575460717288798e6
2021-01-25,south,92.73,111.53,102.13,64,86,65,112,51,66.5,8.655698375938363e6
2021-01-26,south,93.98,115.26,104.62,65,90,65,111,50,67.5,8.835505561740236e6
2021-01-27,south,93.29,103.97,98.63,59,86,65,113,49,64.75,8.698497123109471e6
2021-01-28,south,95.48,109.81,102.64500000000001,63,91,66,112,53,68.25,9.030182422787393e6
2021-01-29,south,101.17,113.12,107.14500000000001,65,96,65,112,49,68.75,9.171848437284864e6
2021-01-30,south,95.03,120.54,107.785,57,97,86,106,58,74.5,7.565123673776e6
2021-01-31,south,91.33,110.92,101.125,70,89,85,105,58,75.5,7.129071715283826e6
2021-02-01,south,98.35,120.76,109.555,66,90,66,111,52,68.5,8.904734793704312e6
2021-02-02,south,97.36,116.83,107.095,66,95,65,111,51,69.25,9.005102637759944e6
2021-02-03,south,97.06,112.62,104.84,59,87,65,113,52,65.75,8.888985700620977e6
2021-02-04,south,92.74,106.89,99.815,64,94,64,113,55,69.25,8.963377786674965e6
2021-02-05,south,98.49,111.93,105.21000000000001,61,94,65,113,49,67.25,8.470671870581988e6
2021-02-06,south,86.96,108.26,97.61,54,95,85,107,51,71.25,7.107727889201047e6
2021-02-07,south,87.83,92.7,90.265,65,86,80,107,50,70.25,6.1173077447133325e6
2021-02-08,south,90.3,98.83,94.565,63,87,66,112,51,66.75,8.282473765862008e6
2021-02-09,south,92.45,103.06,97.755,65,95,67,112,51,69.5,8.47736896866582e6
2021-02-10,south,93.04,106.69,99.86500000000001,64,93,68,112,52,69.25,8.603033022316571e6
2021-02-11,south,96.01,109.64,102.825,65,95,68,112,55,70.75,8.714655832457304e6
2021-02-12,south,101.63,120.31,110.97,64,96,68,112,53,70.25,8.906897081109777e6
2021-02-13,south,98.3,116.32,107.31,58,100,88,106,56,75.5,7.136468377995469e6
2021-02-14,south,97.33,118.33,107.83,78,97,90,105,60,81.25,6.704110473591939e6
2021-02-15,south,99.26,111.99,105.625,66,93,58,113,51,67.0,8.167195100494432e6
2021-02-16,south,103.43,123.17,113.30000000000001,66,97,58,112,52,68.25,8.156890317466087e6
2021-02-17,south,113.79,129.73,121.75999999999999,68,98,60,112,55,70.25,8.274502431915118e6
2021-02-18,south,110.54,133.47,122.005,69,100,58,112,55,70.5,8.3669452204229515e6
2021-02-19,south,110.83,133.63,122.22999999999999,63,96,57,113,50,66.5,8.420745322027829e6
2021-02-20,south,100.48,129.35,114.91499999999999,57,97,89,106,58,75.25,6.975740537702545e6
2021-02-21,south,100.74,125.05,112.895,74,95,91,104,68,82.0,6.723112784355753e6
2021-02-22,south,101.7,129.06,115.38,69,95,72,111,56,73.0,8.713603245855177e6
2021-02-23,south,103.51,124.96,114.235,68,98,72,111,54,73.0,8.500420654527703e6
2021-02-24,south,103.69,122.74,113.215,65,96,73,111,56,72.5,8.931803558074336e6
2021-02-25,south,104.85,123.1,113.975,68,100,73,111,58,74.75,9.09134417879691e6
2021-02-26,south,115.75,139.15,127.45,71,105,73,110,56,76.25,9.261988282397587e6
2021-02-27,south,102.35,136.14,119.24499999999999,63,105,99,105,61,82.0,7.432601592934022e6
2021-02-28,south,102.39,117.24,109.815,81,96,96,104,64,84.25,6.813392758852253e6
2021-03-01,south,109.66,135.97,122.815,96,100,74,109,62,83.0,9.211615190493662e6
2020-06-01,zealand,153.38,152.56,152.97,74,85,24,115,73,64.0,5.31492003684389e6
2020-06-02,zealand,135.84,155.36,145.60000000000002,125,125,84,103,99,108.25,6.202572932419519e6
2020-06-03,zealand,136.88,158.45,147.665,115,112,84,105,94,101.25,6.044699997366358e6
2020-06-04,zealand,140.02,147.47,143.745,122,122,81,104,96,105.25,6.191360278460167e6
2020-06-05,zealand,138.78,149.24,144.01,68,76,37,115,63,61.0,5.556534016140385e6
2020-06-06,zealand,135.77,152.42,144.095,111,120,107,103,90,107.0,5.59157193524757e6
2020-06-07,zealand,145.31,132.56,138.935,109,99,114,101,98,105.0,5.015299133647029e6
2020-06-08,zealand,137.12,151.52,144.32,109,105,83,105,88,96.25,5.885133343047773e6
2020-06-09,zealand,139.87,152.61,146.24,110,107,84,104,88,97.25,7.015934611557604e6
2020-06-10,zealand,140.08,158.05,149.065,108,106,84,105,88,96.5,6.324748823295945e6
2020-06-11,zealand,141.87,142.14,142.005,109,108,83,105,86,96.5,6.05521185437515e6
2020-06-12,zealand,149.79,170.37,160.07999999999998,104,104,84,104,86,94.5,6.367239733959213e6
2020-06-13,zealand,147.79,175.96,161.875,101,105,113,101,102,105.25,5.622660029188295e6
2020-06-14,zealand,153.14,149.93,151.535,113,102,116,99,109,110.0,5.309868640608478e6
2020-06-15,zealand,148.29,166.67,157.48,112,106,84,103,96,99.5,6.139831978022701e6
2020-06-16,zealand,151.0,172.96,161.98000000000002,114,108,84,103,95,100.25,6.247979978705163e6
2020-06-17,zealand,153.65,167.74,160.695,112,107,84,103,97,100.0,6.2539618042718135e6
2020-06-18,zealand,150.72,166.07,158.39499999999998,114,107,83,103,96,100.0,6.28554772842566e6
2020-06-19,zealand,153.2,165.08,159.14,104,102,82,103,88,94.0,6.2063478688746e6
2020-06-20,zealand,152.71,160.29,156.5,97,104,107,101,100,102.0,5.380284969622512e6
2020-06-21,zealand,157.43,151.0,154.215,110,101,114,99,109,108.5,5.153077093999542e6
2020-06-22,zealand,153.27,173.17,163.22,117,107,80,103,96,100.0,6.140268718582737e6
2020-06-23,zealand,158.58,180.48,169.53,117,112,82,100,101,103.0,6.455683325742467e6
2020-06-24,zealand,165.76,202.57,184.165,114,105,83,102,100,100.5,6.466697225505624e6
2020-06-25,zealand,169.59,193.48,181.535,118,110,82,102,99,102.25,6.620963195439465e6
2020-06-26,zealand,181.11,199.06,190.085,107,102,82,101,96,96.75,6.759600933286586e6
2020-06-27,zealand,182.92,200.6,191.76,104,107,108,97,130,112.25,6.033935338274382e6
2020-06-28,zealand,174.91,180.43,177.67000000000002,108,102,106,99,110,106.5,5.238302758343535e6
2020-06-29,zealand,170.68,203.76,187.22,118,106,71,104,93,97.0,6.034209895309906e6
2020-06-30,zealand,178.62,194.85,186.735,131,115,72,104,90,102.0,6.048486287724318e6
2020-07-01,zealand,183.15,208.22,195.685,128,109,70,103,94,100.25,6.218732148145105e6
2020-07-02,zealand,182.97,224.17,203.57,127,110,69,104,93,99.75,4.053347576415774e6
2020-07-03,zealand,186.85,196.14,191.495,115,101,68,103,92,94.0,6.588543329228038e6
2020-07-04,zealand,201.36,186.57,193.965,104,101,97,100,119,105.25,5.624726016784323e6
2020-07-05,zealand,178.41,165.01,171.70999999999998,116,101,99,100,113,107.25,5.07631429642359e6
2020-07-06,zealand,185.54,199.02,192.28,128,108,59,106,88,95.75,6.002910497338737e6
2020-07-07,zealand,186.69,206.24,196.465,128,108,59,106,87,95.5,6.151415527055936e6
2020-07-08,zealand,193.64,212.31,202.975,129,106,61,105,92,97.0,6.356778748821102e6
2020-07-09,zealand,189.26,200.6,194.93,124,105,60,105,93,95.5,6.448489994739619e6
2020-07-10,zealand,190.96,193.91,192.435,107,98,60,106,84,87.25,6.220396236641975e6
2020-07-11,zealand,226.68,223.02,224.85000000000002,108,103,100,98,140,112.75,5.86143164629081e6
2020-07-12,zealand,188.4,181.14,184.76999999999998,117,101,97,99,124,109.75,5.353251914181611e6
2020-07-13,zealand,198.07,229.98,214.02499999999998,132,107,51,106,94,96.0,6.163633417770316e6
2020-07-14,zealand,198.4,221.63,210.015,130,108,51,106,90,94.75,6.2712042625774145e6
2020-07-15,zealand,203.78,230.36,217.07,131,107,52,107,91,95.25,6.367378023078037e6
2020-07-16,zealand,203.32,225.02,214.17000000000002,128,107,52,106,92,94.75,6.449685980800209e6
2020-07-17,zealand,208.72,219.89,214.305,111,98,52,104,91,88.0,6.69725677147204e6
2020-07-18,zealand,232.52,235.81,234.16500000000002,107,103,100,96,162,118.0,6.343673360917392e6
2020-07-19,zealand,198.81,187.04,192.925,120,102,99,97,143,116.0,5.774923847676533e6
2020-07-20,zealand,202.7,234.17,218.435,137,113,48,107,98,99.0,6.267545062529458e6
2020-07-21,zealand,208.22,236.34,222.28,139,113,48,106,97,99.25,6.371923134472715e6
2020-07-22,zealand,208.95,230.97,219.95999999999998,135,108,49,106,100,98.0,6.456991231858559e6
2020-07-23,zealand,200.79,217.05,208.92000000000002,130,108,49,107,96,95.75,6.413629348130526e6
2020-07-24,zealand,201.38,201.43,201.405,111,100,49,108,88,87.0,6.224474729993015e6
2020-07-25,zealand,211.08,222.2,216.64,107,100,99,97,154,115.0,6.080390236253184e6
2020-07-26,zealand,180.95,164.4,172.675,112,100,93,100,124,107.25,5.172509944753103e6
2020-07-27,zealand,188.62,222.04,205.32999999999998,128,106,52,107,93,94.75,6.163180816644088e6
2020-07-28,zealand,196.31,219.52,207.91500000000002,131,108,54,106,91,96.0,6.33029559067129e6
2020-07-29,zealand,190.52,201.57,196.04500000000002,128,106,52,108,88,93.5,6.22800876453561e6
2020-07-30,zealand,192.86,202.25,197.555,130,108,53,107,89,95.0,6.290978194908818e6
2020-07-31,zealand,204.08,213.93,209.005,124,107,54,103,94,94.75,6.813651628678069e6
2020-08-01,zealand,200.56,218.47,209.515,113,106,101,96,149,117.25,6.405450548934473e6
2020-08-02,zealand,186.87,189.75,188.31,126,107,101,97,127,115.25,5.618986477588408e6
2020-08-03,zealand,181.93,221.34,201.635,132,110,63,104,93,99.5,6.4001326020655045e6
2020-08-04,zealand,187.02,219.57,203.29500000000002,132,112,64,104,95,100.75,6.552656939121219e6
2020-08-05,zealand,186.55,222.72,204.635,133,107,64,104,96,100.0,6.555814734569158e6
2020-08-06,zealand,182.13,214.8,198.465,129,108,64,103,98,99.75,6.941090739195584e6
2020-08-07,zealand,191.75,214.14,202.945,116,100,64,102,91,92.75,7.09665894142198e6
2020-08-08,zealand,199.2,217.78,208.49,109,102,100,96,141,113.0,6.697891209603739e6
2020-08-09,zealand,191.97,187.15,189.56,125,105,103,97,128,115.25,6.126217460995714e6
2020-08-10,zealand,170.95,203.21,187.07999999999998,121,108,73,102,98,100.0,6.875453319827302e6
2020-08-11,zealand,171.23,202.83,187.03,123,107,75,102,98,100.75,6.834644683311753e6
2020-08-12,zealand,173.58,198.98,186.28,120,105,75,102,100,100.0,7.019901818835501e6
2020-08-13,zealand,170.9,204.71,187.805,120,105,75,102,98,99.5,7.145625029360976e6
2020-08-14,zealand,186.91,227.82,207.365,110,101,75,100,98,96.0,7.3911078031794e6
2020-08-15,zealand,190.18,215.86,203.02,106,101,100,96,137,111.0,6.666973750382611e6
2020-08-16,zealand,187.05,176.27,181.66000000000003,118,101,101,97,123,110.75,5.968929520577818e6
2020-08-17,zealand,165.35,185.97,175.66,113,102,75,101,100,97.5,6.921975268357268e6
2020-08-18,zealand,165.43,189.84,177.635,113,102,79,102,96,97.5,6.806328767862755e6
2020-08-19,zealand,168.8,185.97,177.385,113,100,78,102,98,97.25,6.834182026864886e6
2020-08-20,zealand,167.55,180.05,173.8,112,100,77,102,93,95.5,6.753105809887237e6
2020-08-21,zealand,178.7,195.13,186.915,106,98,77,102,93,93.5,5.218455033187714e6
2020-08-22,zealand,177.91,199.37,188.64,103,98,100,98,116,104.25,6.017146340753447e6
2020-08-23,zealand,170.16,146.54,158.35,111,96,99,99,108,103.5,5.272737551833555e6
2020-08-24,zealand,157.33,169.74,163.53500000000003,107,96,79,102,94,94.0,6.46187378953645e6
2020-08-25,zealand,155.75,171.06,163.405,111,98,81,101,94,96.0,6.724310425611258e6
2020-08-26,zealand,162.58,157.24,159.91000000000003,106,96,82,103,90,93.5,6.617968393857e6
2020-08-27,zealand,159.19,152.68,155.935,107,95,80,103,89,92.75,6.586058505904269e6
2020-08-28,zealand,171.75,184.02,177.885,108,98,81,102,93,95.0,6.628288047309614e6
2020-08-29,zealand,174.04,189.59,181.815,102,95,99,98,109,101.25,5.930803033958078e6
2020-08-30,zealand,174.13,151.96,163.04500000000002,114,96,100,98,112,105.5,5.366305026887089e6
2020-08-31,zealand,166.62,184.93,175.775,119,103,83,101,98,100.75,6.659451299081783e6
2020-09-01,zealand,164.37,186.0,175.185,116,101,84,100,100,100.25,6.84088829464157e6
2020-09-02,zealand,170.15,185.07,177.61,113,101,85,101,98,99.25,6.778561043467202e6
2020-09-03,zealand,167.76,175.59,171.675,113,101,82,101,97,98.25,6.746016326465586e6
2020-09-04,zealand,180.24,194.8,187.52,114,100,82,100,99,98.75,6.910367393634675e6
2020-09-05,zealand,173.57,195.43,184.5,107,97,96,98,111,102.75,5.947291915866949e6
2020-09-06,zealand,171.45,148.54,159.995,116,97,98,98,110,105.25,5.226569888884667e6
2020-09-07,zealand,157.85,156.86,157.35500000000002,109,97,82,101,96,96.0,6.434455085634871e6
2020-09-08,zealand,156.76,159.72,158.24,109,97,83,102,95,96.0,6.581681872698913e6
2020-09-09,zealand,156.52,161.23,158.875,105,96,82,103,88,92.75,6.546661643845697e6
2020-09-10,zealand,144.06,154.97,149.515,110,98,80,101,94,95.5,6.8871754381229635e6
2020-09-11,zealand,168.63,180.07,174.35,107,98,80,100,96,95.25,6.804397162863013e6
2020-09-12,zealand,165.13,175.99,170.56,101,94,96,98,106,99.25,5.825166909529226e6
2020-09-13,zealand,163.53,140.73,152.13,107,96,95,98,105,100.75,5.093737678162819e6
2020-09-14,zealand,156.03,159.57,157.8,106,95,84,100,95,95.0,6.54750232905343e6
2020-09-15,zealand,156.52,167.64,162.07999999999998,108,97,86,100,95,96.5,6.809286338787209e6
2020-09-16,zealand,157.3,168.63,162.965,106,95,85,101,94,95.0,6.683653953219715e6
2020-09-17,zealand,156.62,169.6,163.11,108,97,83,101,91,94.75,6.776721190288673e6
2020-09-18,zealand,168.44,186.36,177.4,107,98,82,101,95,95.5,6.9017582468020655e6
2020-09-19,zealand,159.06,192.25,175.655,99,96,97,99,107,99.75,5.991883627058377e6
2020-09-20,zealand,157.12,149.76,153.44,108,95,99,99,110,103.0,5.273403778675782e6
2020-09-21,zealand,145.33,155.53,150.43,103,95,82,102,92,93.0,6.491758103504946e6
2020-09-22,zealand,144.04,153.91,148.975,101,96,84,103,91,93.0,6.318329209620818e6
2020-09-23,zealand,144.2,153.52,148.86,100,96,85,104,89,92.5,6.733251809817939e6
2020-09-24,zealand,138.49,137.24,137.865,102,99,83,104,88,93.0,6.649669708479607e6
2020-09-25,zealand,140.17,138.72,139.445,92,93,81,105,84,87.5,6.537948623721036e6
2020-09-26,zealand,138.06,157.25,147.655,95,97,99,101,93,96.0,5.691255877354435e6
2020-09-27,zealand,144.1,133.54,138.82,102,95,100,101,98,98.75,5.139921274337734e6
2020-09-28,zealand,136.14,146.64,141.39,97,95,84,104,85,90.25,7.02687110560875e6
2020-09-29,zealand,138.67,154.45,146.56,101,97,86,103,87,92.75,7.024728452922219e6
2020-09-30,zealand,141.85,148.8,145.325,114,108,86,103,89,99.25,7.205174263312696e6
2020-10-01,zealand,137.93,147.72,142.825,110,108,85,103,89,98.0,7.200962495401089e6
2020-10-02,zealand,146.58,161.82,154.2,107,106,83,103,90,96.5,7.469722209795887e6
2020-10-03,zealand,135.63,162.43,149.03,105,103,97,101,98,100.75,6.354354922360601e6
2020-10-04,zealand,141.98,137.16,139.57,115,101,99,100,104,104.75,5.901514200025384e6
2020-10-05,zealand,133.87,143.66,138.765,108,102,84,103,88,95.5,7.134245061912994e6
2020-10-06,zealand,133.23,139.14,136.185,108,103,85,103,85,95.25,7.123526572552815e6
2020-10-07,zealand,134.19,145.02,139.60500000000002,107,102,85,103,85,94.75,7.064458565037312e6
2020-10-08,zealand,137.9,138.39,138.14499999999998,105,101,83,104,84,93.25,7.001207147489073e6
2020-10-09,zealand,147.42,175.22,161.32,108,103,82,102,88,95.25,7.287415302478366e6
2020-10-10,zealand,140.77,158.24,149.505,105,101,94,101,95,98.75,6.120184885173962e6
2020-10-11,zealand,143.87,143.8,143.835,116,99,96,100,95,101.5,5.521504335149389e6
2020-10-12,zealand,149.48,171.74,160.61,119,104,60,106,78,90.25,6.431923433777132e6
2020-10-13,zealand,152.09,173.99,163.04000000000002,120,106,62,105,79,91.75,6.622365019409066e6
2020-10-14,zealand,150.78,156.64,153.70999999999998,117,104,61,106,78,90.0,6.495072697615281e6
2020-10-15,zealand,149.64,175.91,162.77499999999998,121,107,58,107,79,91.25,6.629551822242394e6
2020-10-16,zealand,149.58,166.13,157.85500000000002,110,100,56,107,74,85.0,6.772363923308802e6
2020-10-17,zealand,136.42,159.97,148.195,102,99,93,101,98,98.0,6.179114389900194e6
2020-10-18,zealand,140.95,138.21,139.57999999999998,109,98,96,100,98,100.25,5.412169231697068e6
2020-10-19,zealand,127.59,138.31,132.95,101,98,85,104,86,92.5,6.809913517217976e6
2020-10-20,zealand,129.99,134.17,132.07999999999998,103,100,87,103,85,93.75,6.9696758959669415e6
2020-10-21,zealand,134.64,135.18,134.91,101,98,87,104,84,92.5,6.939167092807523e6
2020-10-22,zealand,131.72,138.61,135.16500000000002,104,101,85,104,87,94.25,7.109337227442592e6
2020-10-23,zealand,130.16,153.94,142.05,101,101,85,103,88,93.75,7.170263906852005e6
2020-10-24,zealand,118.07,151.77,134.92000000000002,98,100,98,102,90,96.5,6.054118233936495e6
2020-10-25,zealand,130.79,113.23,122.00999999999999,104,97,94,102,84,94.75,5.2243315392111e6
2020-10-26,zealand,122.83,124.96,123.895,97,96,84,105,81,89.5,6.59880627443334e6
2020-10-27,zealand,126.13,134.37,130.25,100,100,86,104,83,92.25,6.822231946436425e6
2020-10-28,zealand,125.43,138.29,131.86,100,100,86,105,82,92.0,6.880535015822748e6
2020-10-29,zealand,121.94,133.46,127.7,99,95,83,106,79,89.0,6.797343150279346e6
2020-10-30,zealand,129.93,153.25,141.59,103,102,83,105,78,91.5,6.9491270245004855e6
2020-10-31,zealand,117.91,158.23,138.07,98,101,96,103,80,93.75,5.870185456021262e6
2020-11-01,zealand,124.08,123.46,123.77,106,97,93,102,84,95.0,5.235349248197071e6
2020-11-02,zealand,122.27,131.87,127.07,98,95,83,105,80,89.0,6.589952234104262e6
2020-11-03,zealand,119.44,135.32,127.38,101,100,85,104,81,91.75,6.830434256231549e6
2020-11-04,zealand,117.36,134.55,125.95500000000001,97,96,85,106,80,89.5,6.776087092206836e6
2020-11-05,zealand,116.95,128.45,122.69999999999999,99,100,83,106,79,90.25,6.739469742419934e6
2020-11-06,zealand,122.0,155.98,138.99,100,99,82,106,76,89.25,6.967771105289319e6
2020-11-07,zealand,110.35,143.0,126.675,96,98,94,104,77,91.25,5.811075461391797e6
2020-11-08,zealand,121.26,122.12,121.69,104,97,92,102,84,94.25,5.19259526105239e6
2020-11-09,zealand,112.38,125.13,118.755,98,97,83,106,78,89.0,6.5549528948536e6
2020-11-10,zealand,115.63,131.76,123.695,97,99,85,105,78,89.75,6.78820077464046e6
2020-11-11,zealand,115.67,135.24,125.45500000000001,98,97,84,106,76,88.75,6.783668398133414e6
2020-11-12,zealand,117.09,127.71,122.4,100,99,83,106,78,90.0,6.83235428477217e6
2020-11-13,zealand,122.18,149.49,135.835,99,98,83,106,76,89.0,6.958460081067132e6
2020-11-14,zealand,112.26,143.25,127.755,97,97,95,103,78,91.75,5.895615992450836e6
2020-11-15,zealand,121.37,119.21,120.28999999999999,104,96,93,102,82,93.75,5.194030833139678e6
2020-11-16,zealand,111.82,125.37,118.595,98,94,84,106,77,88.25,6.542175881118303e6
2020-11-17,zealand,114.42,129.07,121.745,97,96,85,105,78,89.0,6.921367211219529e6
2020-11-18,zealand,113.79,126.44,120.11500000000001,97,98,86,106,78,89.75,6.85382883246838e6
2020-11-19,zealand,117.86,120.97,119.41499999999999,99,97,83,106,77,89.0,6.9181981177047035e6
2020-11-20,zealand,146.93,148.35,147.64,105,100,84,105,81,92.5,7.208414734950366e6
2020-11-21,zealand,107.85,130.2,119.02499999999999,96,96,92,104,69,88.25,5.709040852660177e6
2020-11-22,zealand,111.87,108.79,110.33000000000001,107,96,92,102,79,93.5,5.263257854681165e6
2020-11-23,zealand,111.79,126.34,119.065,101,97,84,105,78,90.0,6.795902543020526e6
2020-11-24,zealand,113.98,124.3,119.14,102,99,86,105,78,91.25,6.64275764534275e6
2020-11-25,zealand,112.1,132.94,122.52,103,100,86,105,79,92.0,5.952869514563284e6
2020-11-26,zealand,114.17,130.59,122.38,109,104,85,105,80,94.5,6.081524299749972e6
2020-11-27,zealand,123.43,157.71,140.57,118,109,84,104,79,97.5,6.27757398402327e6
2020-11-28,zealand,105.61,136.94,121.275,104,105,96,103,78,95.75,5.203971049266954e6
2020-11-29,zealand,108.51,107.7,108.105,112,108,94,102,82,99.0,4.799343302105565e6
2020-11-30,zealand,115.98,127.74,121.86,112,109,84,105,80,96.25,6.019332878354938e6
2020-12-01,zealand,115.19,134.73,124.96,109,108,86,105,80,95.75,6.109136419891841e6
2020-12-02,zealand,119.78,135.55,127.665,106,106,86,105,80,94.5,6.121689110848057e6
2020-12-03,zealand,114.53,132.18,123.355,108,106,83,106,79,94.0,6.016732081760162e6
2020-12-04,zealand,120.89,143.47,132.18,105,103,82,106,77,91.75,6.234565352367016e6
2020-12-05,zealand,106.37,127.66,117.015,101,103,93,103,79,94.0,5.192759206828403e6
2020-12-06,zealand,108.7,104.05,106.375,111,104,93,102,83,97.75,4.690867012093841e6
2020-12-07,zealand,108.96,115.76,112.36,103,100,80,106,75,89.5,5.86986062103617e6
2020-12-08,zealand,107.22,126.48,116.85,110,105,82,106,74,92.75,5.886527404468426e6
2020-12-09,zealand,104.79,130.33,117.56,96,102,74,109,64,84.0,5.680461179029843e6
2020-12-10,zealand,104.61,122.45,113.53,100,105,72,110,65,85.5,5.751244302990871e6
2020-12-11,zealand,103.64,122.22,112.93,95,101,70,110,61,81.75,5.81328065436968e6
2020-12-12,zealand,92.18,114.94,103.56,87,105,86,106,67,86.25,4.93130267892181e6
2020-12-13,zealand,95.28,101.45,98.36500000000001,97,102,86,104,70,88.75,4.512814581491921e6
