date,region,rw,population,inference,cases,hospit,deaths,cases_smoothed,hospit_smoothed,deaths_smoothed,cases_per_100000,hospit_per_100000,deaths_per_100000,cases_incidence,hospit_incidence,deaths_incidence,cumulative_cases,cumulative_hospit,cumulative_deaths
2020-10-20,south,82,1223634,false,117,4,1,106.42857142857143,3.0,1.2857142857142858,9.561682660011082,0.32689513367559253,0.08172378341889813,50.17840301920346,1.3893043181212683,0.6537902673511851,4370,357,47
2020-10-21,south,83,1223634,false,116,4,0,110.42857142857143,3.142857142857143,0.8571428571428571,9.479958876592184,0.32689513367559253,0.0,53.61080192279717,1.5527518849590647,0.6537902673511851,4486,361,47
2020-10-22,south,84,1223634,false,131,2,1,118.57142857142857,3.4285714285714284,0.5714285714285714,10.705815627875655,0.16344756683779627,0.08172378341889813,57.370095960066486,1.6344756683779629,0.7355140507700832,4617,363,48
2020-10-23,south,85,1223634,false,120,2,1,125.85714285714286,3.2857142857142856,0.5714285714285714,9.806854010267775,0.16344756683779627,0.08172378341889813,60.884218647079116,1.7161994517968608,0.7355140507700832,4737,365,49
2020-10-24,south,86,1223634,false,97,2,1,129.85714285714286,3.2857142857142856,0.42857142857142855,7.927206991633119,0.16344756683779627,0.08172378341889813,63.17248458280825,1.797923235215759,0.4903427005133888,4834,367,50
2020-10-25,south,87,1223634,false,134,7,0,140.0,3.4285714285714284,0.42857142857142855,10.95098697813235,0.572066483932287,0.0,67.83074023768546,1.9613708020535552,0.32689513367559253,4968,374,50
2020-10-26,south,88,1223634,false,166,2,0,145.85714285714286,4.285714285714286,0.42857142857142855,13.56614804753709,0.16344756683779627,0.0,71.99865319204926,1.879647018634657,0.32689513367559253,5134,376,50
2020-10-27,south,89,1223634,false,145,4,0,146.85714285714286,4.714285714285714,0.2857142857142857,11.84994859574023,0.32689513367559253,0.0,74.2869191277784,1.879647018634657,0.2451713502566944,5279,380,50
2020-10-28,south,90,1223634,false,187,5,0,147.14285714285714,5.285714285714286,0.14285714285714285,15.282347499333952,0.4086189170944907,0.0,80.08930775052016,1.9613708020535552,0.2451713502566944,5466,385,50
2020-10-29,south,91,1223634,false,172,8,1,147.85714285714286,6.0,0.2857142857142857,14.056490748050479,0.6537902673511851,0.08172378341889813,83.43998287069499,2.451713502566944,0.2451713502566944,5638,393,51
2020-10-30,south,92,1223634,false,127,5,0,147.28571428571428,6.857142857142857,0.2857142857142857,10.378920494200063,0.4086189170944907,0.0,84.01204935462728,2.696884852823638,0.16344756683779627,5765,398,51
2020-10-31,south,93,1223634,false,99,6,0,152.42857142857142,6.714285714285714,0.2857142857142857,8.090654558470915,0.4903427005133888,0.0,84.17549692146508,3.023779986499231,0.08172378341889813,5864,404,51
2020-11-01,south,94,1223634,false,139,12,1,150.28571428571428,6.857142857142857,0.2857142857142857,11.35960589522684,0.9806854010267776,0.08172378341889813,84.58411583855957,3.4323989035937217,0.16344756683779627,6003,416,52
2020-11-02,south,95,1223634,false,162,8,0,147.14285714285714,7.285714285714286,0.2857142857142857,13.239252913861497,0.6537902673511851,0.0,84.25722070488398,3.9227416041071104,0.16344756683779627,6165,424,52
2020-11-03,south,96,1223634,false,181,3,0,147.57142857142858,7.428571428571429,0.2857142857142857,14.792004798820562,0.2451713502566944,0.0,87.1992769079643,3.8410178206882124,0.16344756683779627,6346,427,52
2020-11-04,south,97,1223634,false,172,6,0,148.0,7.0,0.2857142857142857,14.056490748050479,0.4903427005133888,0.0,85.97342015668085,3.9227416041071104,0.16344756683779627,6518,433,52
2020-11-05,south,98,1223634,false,150,11,1,142.42857142857142,6.285714285714286,0.14285714285714285,12.25856751283472,0.8989616176078795,0.08172378341889813,84.17549692146508,4.167912954363805,0.16344756683779627,6668,444,53
2020-11-06,south,99,1223634,false,130,6,0,142.85714285714286,6.0,0.14285714285714285,10.624091844456757,0.4903427005133888,0.0,84.42066827172178,4.249636737782703,0.16344756683779627,6798,450,53
2020-11-07,south,100,1223634,false,102,3,0,135.0,6.428571428571429,0.2857142857142857,8.33582590872761,0.2451713502566944,0.0,84.66583962197846,4.004465387526008,0.16344756683779627,6900,453,53
2020-11-08,south,101,1223634,false,100,7,0,133.57142857142858,6.0,0.2857142857142857,8.172378341889813,0.572066483932287,0.0,81.47861206864143,3.595846470431518,0.08172378341889813,7000,460,53
2020-11-09,south,102,1223634,false,165,6,0,132.71428571428572,5.142857142857143,0.14285714285714285,13.484424264118193,0.4903427005133888,0.0,81.72378341889814,3.4323989035937217,0.08172378341889813,7165,466,53
2020-11-10,south,103,1223634,false,126,6,1,138.14285714285714,4.714285714285714,0.2857142857142857,10.297196710781165,0.4903427005133888,0.08172378341889813,77.22897533085874,3.6775702538504156,0.16344756683779627,7291,472,54
2020-11-11,south,104,1223634,false,162,3,0,149.57142857142858,4.571428571428571,0.42857142857142855,13.239252913861497,0.2451713502566944,0.0,76.41173749666977,3.4323989035937217,0.16344756683779627,7453,475,54
2020-11-12,south,105,1223634,false,144,5,0,156.71428571428572,3.857142857142857,0.42857142857142855,11.768224812321332,0.4086189170944907,0.0,75.92139479615636,2.942056203080333,0.08172378341889813,7597,480,54
2020-11-13,south,106,1223634,false,168,3,1,161.57142857142858,3.4285714285714284,0.42857142857142855,13.729595614374887,0.2451713502566944,0.08172378341889813,79.0268985660745,2.696884852823638,0.16344756683779627,7765,483,55
2020-11-14,south,107,1223634,false,182,2,1,177.57142857142858,4.142857142857143,0.2857142857142857,14.873728582239462,0.16344756683779627,0.08172378341889813,85.56480123958634,2.6151610694047402,0.2451713502566944,7947,485,56
2020-11-15,south,108,1223634,false,150,2,0,188.85714285714286,4.714285714285714,0.2857142857142857,12.25856751283472,0.16344756683779627,0.0,89.65099041053125,2.20654215231025,0.2451713502566944,8097,487,56
2020-11-16,south,109,1223634,false,199,3,0,200.14285714285714,4.857142857142857,0.2857142857142857,16.26303290036073,0.2451713502566944,0.0,92.42959904677379,1.9613708020535552,0.2451713502566944,8296,490,56
2020-11-17,south,110,1223634,false,238,11,0,209.71428571428572,5.428571428571429,0.14285714285714285,19.45026045369776,0.8989616176078795,0.0,101.58266278969037,2.3699897191480463,0.16344756683779627,8534,501,56
2020-11-18,south,111,1223634,false,241,7,0,206.71428571428572,6.142857142857143,0.0,19.695431803954452,0.572066483932287,0.0,108.03884167978333,2.696884852823638,0.16344756683779627,8775,508,56
2020-11-19,south,112,1223634,false,223,6,0,209.42857142857142,6.571428571428571,0.0,18.224403702414286,0.4903427005133888,0.0,114.49502056987627,2.7786086362425366,0.16344756683779627,8998,514,56
2020-11-20,south,113,1223634,false,235,7,0,213.42857142857142,7.285714285714286,0.0,19.20508910344106,0.572066483932287,0.0,119.97051405894246,3.1055037699181294,0.08172378341889813,9233,521,56
2020-11-21,south,114,1223634,false,161,7,0,211.42857142857142,6.428571428571429,0.14285714285714285,13.1575291304426,0.572066483932287,0.0,118.2543146071456,3.5141226870126197,0.0,9394,528,56
2020-11-22,south,115,1223634,false,169,5,0,205.0,6.0,0.14285714285714285,13.811319397793783,0.4086189170944907,0.0,119.80706649210467,3.759294037269314,0.0,9563,533,56
2020-11-23,south,116,1223634,false,227,8,0,199.0,6.714285714285714,0.14285714285714285,18.551298836089877,0.6537902673511851,0.0,122.09533242783382,4.167912954363805,0.0,9790,541,56
2020-11-24,south,117,1223634,false,224,5,1,195.85714285714286,6.0,0.14285714285714285,18.306127485833183,0.4086189170944907,0.08172378341889813,120.95119945996925,3.6775702538504156,0.08172378341889813,10014,546,57
2020-11-25,south,118,1223634,false,196,4,0,192.71428571428572,5.714285714285714,0.14285714285714285,16.017861550104033,0.32689513367559253,0.0,117.27362920611881,3.4323989035937217,0.08172378341889813,10210,550,57
2020-11-26,south,119,1223634,false,181,11,0,187.71428571428572,5.571428571428571,0.14285714285714285,14.792004798820562,0.8989616176078795,0.0,113.8412303025251,3.8410178206882124,0.08172378341889813,10391,561,57
2020-11-27,south,120,1223634,false,213,2,0,183.71428571428572,5.714285714285714,0.14285714285714285,17.407165868225302,0.16344756683779627,0.0,112.04330706730933,3.4323989035937217,0.08172378341889813,10604,563,57
2020-11-28,south,121,1223634,false,139,5,0,181.42857142857142,6.0,0.0,11.35960589522684,0.4086189170944907,0.0,110.2453838320936,3.2689513367559258,0.08172378341889813,10743,568,57
2020-11-29,south,122,1223634,false,134,4,0,181.42857142857142,6.428571428571429,0.14285714285714285,10.95098697813235,0.32689513367559253,0.0,107.38505141243216,3.1872275533370273,0.08172378341889813,10877,572,57
2020-11-30,south,123,1223634,false,199,9,0,191.0,5.571428571428571,0.2857142857142857,16.26303290036073,0.7355140507700832,0.0,105.096785476703,3.2689513367559258,0.08172378341889813,11076,581,57
2020-12-01,south,124,1223634,false,208,7,0,193.14285714285714,5.857142857142857,0.5714285714285714,16.998546951130812,0.572066483932287,0.0,103.78920494200064,3.4323989035937217,0.0,11284,588,57
2020-12-02,south,125,1223634,false,196,7,1,195.42857142857142,5.857142857142857,0.8571428571428571,16.017861550104033,0.572066483932287,0.08172378341889813,103.78920494200064,3.6775702538504156,0.08172378341889813,11480,595,58
2020-12-03,south,126,1223634,false,248,5,1,206.85714285714286,5.857142857142857,0.8571428571428571,20.26749828788674,0.4086189170944907,0.08172378341889813,109.2646984310668,3.1872275533370273,0.16344756683779627,11728,600,59
2020-12-04,south,127,1223634,false,228,4,2,222.57142857142858,5.428571428571429,1.0,18.633022619508775,0.32689513367559253,0.16344756683779627,110.49055518235026,3.3506751201748233,0.32689513367559253,11956,604,61
2020-12-05,south,128,1223634,false,155,5,2,240.0,5.0,1.1428571428571428,12.66718642992921,0.4086189170944907,0.16344756683779627,111.79813571705266,3.3506751201748233,0.4903427005133888,12111,609,63
2020-12-06,south,129,1223634,false,214,4,0,259.42857142857144,4.857142857142857,1.1428571428571428,17.4888896516442,0.32689513367559253,0.0,118.3360383905645,3.3506751201748233,0.4903427005133888,12325,613,63
2020-12-07,south,130,1223634,false,309,6,1,264.2857142857143,5.857142857142857,1.1428571428571428,25.252649076439525,0.4903427005133888,0.08172378341889813,127.3256545666433,3.1055037699181294,0.572066483932287,12634,619,64
2020-12-08,south,131,1223634,false,330,4,1,280.42857142857144,6.142857142857143,1.0,26.968848528236386,0.32689513367559253,0.08172378341889813,137.29595614374887,2.860332419661435,0.6537902673511851,12964,623,65
2020-12-09,south,132,1223634,false,332,6,1,299.2857142857143,6.285714285714286,0.7142857142857143,27.13229609507418,0.4903427005133888,0.08172378341889813,148.41039068871902,2.7786086362425366,0.6537902673511851,13296,629,66
2020-12-10,south,133,1223634,false,282,12,1,311.42857142857144,7.571428571428571,1.0,23.046106924129273,0.9806854010267776,0.08172378341889813,151.18899932496154,3.3506751201748233,0.6537902673511851,13578,641,67
2020-12-11,south,134,1223634,false,341,6,1,327.57142857142856,8.142857142857142,1.0,27.867810145844263,0.4903427005133888,0.08172378341889813,160.42378685129705,3.5141226870126197,0.572066483932287,13919,647,68
2020-12-12,south,135,1223634,false,287,6,0,357.85714285714283,9.428571428571429,1.0,23.454725841223762,0.4903427005133888,0.0,171.2113262625916,3.595846470431518,0.4086189170944907,14206,653,68
2020-12-13,south,136,1223634,false,299,13,2,385.0,10.142857142857142,0.8571428571428571,24.43541124225054,1.0624091844456758,0.16344756683779627,178.15784785319792,4.331360521201601,0.572066483932287,14505,666,70
2020-12-14,south,137,1223634,false,422,10,1,415.2857142857143,9.571428571428571,0.8571428571428571,34.48743660277501,0.8172378341889814,0.08172378341889813,187.39263537953343,4.658255654877194,0.572066483932287,14927,676,71
2020-12-15,south,138,1223634,false,542,13,1,420.14285714285717,10.285714285714286,0.7142857142857143,44.29429061304279,1.0624091844456758,0.08172378341889813,204.71807746433984,5.393769705647276,0.572066483932287,15469,689,72
2020-12-16,south,139,1223634,false,522,11,0,431.2857142857143,11.142857142857142,0.7142857142857143,42.659814944664824,0.8989616176078795,0.0,220.24559631393046,5.802388622741767,0.4903427005133888,15991,700,72
2020-12-17,south,140,1223634,false,494,8,1,434.57142857142856,10.857142857142858,0.5714285714285714,40.37154900893567,0.6537902673511851,0.08172378341889813,237.57103839873687,5.475493489066175,0.4903427005133888,16485,708,73
2020-12-18,south,141,1223634,false,375,11,0,438.7142857142857,12.142857142857142,0.5714285714285714,30.6464187820868,0.8989616176078795,0.0,240.3496470349794,5.884112406160666,0.4086189170944907,16860,719,73
2020-12-19,south,142,1223634,false,365,12,0,412.0,12.0,0.5714285714285714,29.82918094789782,0.9806854010267776,0.0,246.72410214165345,6.374455106674055,0.4086189170944907,17225,731,73
2020-12-20,south,143,1223634,false,322,11,1,399.85714285714283,12.571428571428571,0.7142857142857143,26.3150582608852,0.8989616176078795,0.08172378341889813,248.60374916028812,6.211007539836259,0.32689513367559253,17547,742,74
2020-12-21,south,144,1223634,false,451,19,1,359.0,12.428571428571429,0.7142857142857143,36.85742632192306,1.5527518849590647,0.08172378341889813,250.97373887943618,6.946521590606341,0.32689513367559253,17998,761,75
2020-12-22,south,145,1223634,false,355,12,1,338.57142857142856,12.714285714285714,1.2857142857142858,29.011943113708835,0.9806854010267776,0.08172378341889813,235.69139138010223,6.864797807187443,0.32689513367559253,18353,773,76
2020-12-23,south,146,1223634,false,437,15,1,332.57142857142856,13.0,1.8571428571428572,35.713293354058486,1.225856751283472,0.08172378341889813,228.74486978949588,7.191692940863036,0.4086189170944907,18790,788,77
2020-12-24,south,147,1223634,false,208,7,1,323.57142857142856,13.0,1.8571428571428572,16.998546951130812,0.572066483932287,0.08172378341889813,205.371867731691,7.109969157444138,0.4086189170944907,18998,795,78
2020-12-25,south,148,1223634,false,232,13,4,316.2857142857143,15.0,2.0,18.959917753184367,1.0624091844456758,0.32689513367559253,193.68536670278857,7.273416724281934,0.7355140507700832,19230,808,82
2020-12-26,south,149,1223634,false,323,14,4,314.2857142857143,14.714285714285714,2.5714285714285716,26.396782044304096,1.144132967864574,0.32689513367559253,190.25296779919486,7.436864291119731,1.0624091844456758,19553,822,86
2020-12-27,south,150,1223634,false,259,11,1,305.42857142857144,14.142857142857142,2.7142857142857144,21.166459905494616,0.8989616176078795,0.08172378341889813,185.10436944380427,7.436864291119731,1.0624091844456758,19812,833,87
2020-12-28,south,151,1223634,false,400,33,2,299.42857142857144,15.571428571428571,3.2857142857142856,32.68951336755925,2.696884852823638,0.16344756683779627,180.93645648944047,8.580997258984304,1.144132967864574,20212,866,89
2020-12-29,south,152,1223634,false,341,10,5,290.14285714285717,16.142857142857142,3.0,27.867810145844263,0.8172378341889814,0.4086189170944907,179.7923235215759,8.417549692146508,1.4710281015401665,20553,876,94
2020-12-30,south,153,1223634,false,375,11,2,281.14285714285717,15.714285714285714,2.7142857142857144,30.6464187820868,0.8989616176078795,0.16344756683779627,174.7254489496042,8.090654558470915,1.5527518849590647,20928,887,96
2020-12-31,south,154,1223634,false,166,17,5,276.42857142857144,15.857142857142858,2.7142857142857144,13.56614804753709,1.3893043181212683,0.4086189170944907,171.29305004601048,8.907892392659896,1.879647018634657,21094,904,101
2021-01-01,south,155,1223634,false,167,17,2,269.14285714285717,13.0,2.5714285714285716,13.647871830955989,1.3893043181212683,0.16344756683779627,165.98100412378213,9.23478752633549,1.7161994517968608,21261,921,103
2021-01-02,south,156,1223634,false,260,11,2,260.2857142857143,13.714285714285714,1.8571428571428572,21.248183688913514,0.8989616176078795,0.16344756683779627,160.83240576839157,8.989616176078794,1.5527518849590647,21521,932,105
2021-01-03,south,157,1223634,false,226,12,1,237.14285714285714,13.857142857142858,2.0,18.46957505267098,0.9806854010267776,0.08172378341889813,158.1355209155679,9.071339959497692,1.5527518849590647,21747,944,106
2021-01-04,south,158,1223634,false,349,13,1,252.28571428571428,13.857142857142858,1.4285714285714286,28.521600413195447,1.0624091844456758,0.08172378341889813,153.9676079612041,7.436864291119731,1.4710281015401665,22096,957,107
2021-01-05,south,159,1223634,false,279,15,0,261.0,12.714285714285714,1.5714285714285714,22.80093557387258,1.225856751283472,0.0,148.9007333892324,7.845483208214221,1.0624091844456758,22375,972,107
2021-01-06,south,160,1223634,false,213,12,3,248.71428571428572,13.142857142857142,1.5714285714285714,17.407165868225302,0.9806854010267776,0.2451713502566944,135.66148047537092,7.927206991633119,1.144132967864574,22588,984,110
2021-01-07,south,161,1223634,false,272,17,1,237.71428571428572,13.285714285714286,1.8571428571428572,22.228869089940293,1.3893043181212683,0.08172378341889813,144.3242015177741,7.927206991633119,0.8172378341889814,22860,1001,111
2021-01-08,south,162,1223634,false,228,9,3,217.28571428571428,14.142857142857142,2.142857142857143,18.633022619508775,0.7355140507700832,0.2451713502566944,149.3093523063269,7.273416724281934,0.8989616176078795,23088,1010,114
2021-01-09,south,163,1223634,false,174,14,2,199.14285714285714,13.571428571428571,3.142857142857143,14.219938314888276,1.144132967864574,0.16344756683779627,142.28110693230164,7.518588074538628,0.8989616176078795,23262,1024,116
2021-01-10,south,164,1223634,false,149,13,3,190.28571428571428,12.714285714285714,3.0,12.176843729415822,1.0624091844456758,0.2451713502566944,135.9883756090465,7.600311857957526,1.0624091844456758,23411,1037,119
2021-01-11,south,165,1223634,false,206,19,3,172.85714285714286,11.714285714285714,3.2857142857142856,16.835099384293017,1.5527518849590647,0.2451713502566944,124.30187458014406,8.090654558470915,1.225856751283472,23617,1056,122
2021-01-12,south,166,1223634,false,152,11,7,158.57142857142858,13.428571428571429,2.857142857142857,12.422015079672518,0.8989616176078795,0.572066483932287,113.922954085944,7.763759424795323,1.797923235215759,23769,1067,129
2021-01-13,south,167,1223634,false,151,6,2,151.85714285714286,13.428571428571429,3.142857142857143,12.340291296253618,0.4903427005133888,0.16344756683779627,108.8560795139723,7.273416724281934,1.7161994517968608,23920,1073,131
2021-01-14,south,168,1223634,false,150,10,3,144.42857142857142,13.285714285714286,3.0,12.25856751283472,0.8172378341889814,0.2451713502566944,98.88577793686673,6.7013502403496465,1.879647018634657,24070,1083,134
2021-01-15,south,169,1223634,false,128,21,0,136.71428571428572,13.0,3.142857142857143,10.460644277618961,1.7161994517968608,0.0,90.71339959497693,7.682035641376425,1.6344756683779629,24198,1104,134
2021-01-16,south,170,1223634,false,127,14,4,140.85714285714286,14.0,2.5714285714285716,10.378920494200063,1.144132967864574,0.32689513367559253,86.87238177428871,7.682035641376425,1.797923235215759,24325,1118,138
2021-01-17,south,171,1223634,false,97,12,2,136.14285714285714,14.571428571428571,2.4285714285714284,7.927206991633119,0.9806854010267776,0.16344756683779627,82.622745036506,7.600311857957526,1.7161994517968608,24422,1130,140
2021-01-18,south,172,1223634,false,152,17,4,134.0,14.428571428571429,2.142857142857143,12.422015079672518,1.3893043181212683,0.32689513367559253,78.20966073188552,7.436864291119731,1.797923235215759,24574,1147,144
2021-01-19,south,173,1223634,false,181,18,3,132.28571428571428,12.714285714285714,2.4285714285714284,14.792004798820562,1.4710281015401665,0.2451713502566944,80.57965045103356,8.008930775052017,1.4710281015401665,24755,1165,147
2021-01-20,south,174,1223634,false,118,10,1,128.85714285714286,11.0,2.142857142857143,9.64340644342998,0.8172378341889814,0.08172378341889813,77.88276559820991,8.33582590872761,1.3893043181212683,24873,1175,148
2021-01-21,south,175,1223634,false,135,9,1,125.14285714285714,10.142857142857142,2.2857142857142856,11.032710761551249,0.7355140507700832,0.08172378341889813,76.65690884692646,8.254102125308712,1.225856751283472,25008,1184,149
2021-01-22,south,176,1223634,false,116,9,2,121.0,8.857142857142858,2.142857142857143,9.479958876592184,0.7355140507700832,0.16344756683779627,75.67622344589967,7.273416724281934,1.3893043181212683,25124,1193,151
2021-01-23,south,177,1223634,false,103,2,2,110.28571428571429,6.714285714285714,2.0,8.417549692146508,0.16344756683779627,0.16344756683779627,73.71485264384611,6.292731323255157,1.225856751283472,25227,1195,153
2021-01-24,south,178,1223634,false,71,6,3,104.71428571428571,6.285714285714286,2.0,5.802388622741767,0.4903427005133888,0.2451713502566944,71.59003427495477,5.802388622741767,1.3075805347023701,25298,1201,156
2021-01-25,south,179,1223634,false,123,8,3,95.28571428571429,6.0,2.142857142857143,10.052025360524471,0.6537902673511851,0.2451713502566944,69.22004455580672,5.066874571971685,1.225856751283472,25421,1209,159
2021-01-26,south,180,1223634,false,106,3,2,90.28571428571429,5.428571428571429,2.2857142857142856,8.662721042403202,0.2451713502566944,0.16344756683779627,63.090760799389365,3.8410178206882124,1.144132967864574,25527,1212,161
2021-01-27,south,181,1223634,false,79,7,1,85.57142857142857,5.428571428571429,2.2857142857142856,6.456178890092952,0.572066483932287,0.08172378341889813,59.90353324605233,3.595846470431518,1.144132967864574,25606,1219,162
2021-01-28,south,182,1223634,false,69,7,2,84.85714285714286,5.428571428571429,2.2857142857142856,5.638941055903971,0.572066483932287,0.16344756683779627,54.50976354040506,3.4323989035937217,1.225856751283472,25675,1226,164
2021-01-29,south,183,1223634,false,81,5,3,80.57142857142857,5.285714285714286,1.8571428571428572,6.619626456930749,0.4086189170944907,0.2451713502566944,51.649431120743614,3.1055037699181294,1.3075805347023701,25756,1231,167
2021-01-30,south,184,1223634,false,70,2,2,78.71428571428571,5.571428571428571,2.0,5.72066483932287,0.16344756683779627,0.16344756683779627,48.952546267919985,3.1055037699181294,1.3075805347023701,25826,1233,169
2021-01-31,south,185,1223634,false,66,6,3,81.57142857142857,5.142857142857143,2.0,5.393769705647276,0.4903427005133888,0.2451713502566944,48.54392735082549,3.1055037699181294,1.3075805347023701,25892,1239,172
2021-02-01,south,186,1223634,false,93,7,0,81.57142857142857,4.571428571428571,1.8571428571428572,7.600311857957526,0.572066483932287,0.0,46.092213848258545,3.023779986499231,1.0624091844456758,25985,1246,172
2021-02-02,south,187,1223634,false,93,5,3,80.71428571428571,4.142857142857143,1.7142857142857142,7.600311857957526,0.4086189170944907,0.2451713502566944,45.02980466381287,3.1872275533370273,1.144132967864574,26078,1251,175
2021-02-03,south,188,1223634,false,99,4,1,84.14285714285714,4.571428571428571,1.4285714285714286,8.090654558470915,0.32689513367559253,0.08172378341889813,46.664280332190835,2.942056203080333,1.144132967864574,26177,1255,176
2021-02-04,south,189,1223634,false,69,3,1,83.57142857142857,4.0,1.0,5.638941055903971,0.2451713502566944,0.08172378341889813,46.664280332190835,2.6151610694047402,1.0624091844456758,26246,1258,177
2021-02-05,south,190,1223634,false,75,2,2,80.14285714285714,3.7142857142857144,1.7142857142857142,6.12928375641736,0.16344756683779627,0.16344756683779627,46.17393763167745,2.3699897191480463,0.9806854010267776,26321,1260,179
2021-02-06,south,191,1223634,false,94,5,0,80.85714285714286,3.857142857142857,1.5714285714285714,7.682035641376425,0.4086189170944907,0.0,48.135308433731,2.6151610694047402,0.8172378341889814,26415,1265,179
2021-02-07,south,192,1223634,false,62,2,0,77.42857142857143,4.0,1.7142857142857142,5.066874571971685,0.16344756683779627,0.0,47.808413300055406,2.288265935729148,0.572066483932287,26477,1267,179
2021-02-08,south,193,1223634,false,69,5,5,76.0,3.857142857142857,1.8571428571428572,5.638941055903971,0.4086189170944907,0.4086189170944907,45.84704249800185,2.1248183688913516,0.9806854010267776,26546,1272,184
2021-02-09,south,194,1223634,false,98,6,2,71.85714285714286,4.285714285714286,1.7142857142857142,8.008930775052017,0.4903427005133888,0.16344756683779627,46.25566141509635,2.20654215231025,0.8989616176078795,26644,1278,186
2021-02-10,south,195,1223634,false,75,5,2,71.0,4.857142857142857,1.7142857142857142,6.12928375641736,0.4086189170944907,0.16344756683779627,44.29429061304279,2.288265935729148,0.9806854010267776,26719,1283,188
2021-02-11,south,196,1223634,false,59,2,2,75.14285714285714,4.857142857142857,1.7142857142857142,4.82170322171499,0.16344756683779627,0.16344756683779627,43.47705277885381,2.20654215231025,1.0624091844456758,26778,1285,190
2021-02-12,south,197,1223634,false,46,5,1,78.71428571428571,4.714285714285714,1.4285714285714286,3.759294037269314,0.4086189170944907,0.08172378341889813,41.107063059705766,2.451713502566944,0.9806854010267776,26824,1290,191
2021-02-13,south,198,1223634,false,88,9,0,91.28571428571429,4.285714285714286,1.1428571428571428,7.191692940863036,0.7355140507700832,0.0,40.61672035919237,2.7786086362425366,0.9806854010267776,26912,1299,191
2021-02-14,south,199,1223634,false,91,2,0,104.42857142857143,3.857142857142857,1.1428571428571428,7.436864291119731,0.16344756683779627,0.0,42.98671007834042,2.7786086362425366,0.9806854010267776,27003,1301,191
2021-02-15,south,200,1223634,false,94,4,3,120.0,4.285714285714286,1.0,7.682035641376425,0.32689513367559253,0.2451713502566944,45.02980466381287,2.696884852823638,0.8172378341889814,27097,1305,194
2021-02-16,south,201,1223634,false,186,3,0,131.0,4.857142857142857,0.8571428571428571,15.200623715915052,0.2451713502566944,0.0,52.2214976046759,2.451713502566944,0.6537902673511851,27283,1308,194
2021-02-17,south,202,1223634,false,167,2,2,136.14285714285714,4.142857142857143,1.1428571428571428,13.647871830955989,0.16344756683779627,0.16344756683779627,59.74008567921454,2.20654215231025,0.6537902673511851,27450,1310,196
2021-02-18,south,203,1223634,false,168,5,1,144.71428571428572,4.714285714285714,1.1428571428571428,13.729595614374887,0.4086189170944907,0.08172378341889813,68.64797807187443,2.451713502566944,0.572066483932287,27618,1315,197
2021-02-19,south,204,1223634,false,123,9,0,156.0,4.714285714285714,0.7142857142857143,10.052025360524471,0.7355140507700832,0.0,74.94070939512959,2.7786086362425366,0.4903427005133888,27741,1324,197
2021-02-20,south,205,1223634,false,124,4,2,150.14285714285714,4.857142857142857,1.0,10.13374914394337,0.32689513367559253,0.16344756683779627,77.88276559820991,2.3699897191480463,0.6537902673511851,27865,1328,199
2021-02-21,south,206,1223634,false,151,6,0,145.0,5.428571428571429,1.0,12.340291296253618,0.4903427005133888,0.0,82.7861926033438,2.696884852823638,0.6537902673511851,28016,1334,199
2020-06-22,central,1,1332048,false,,,,,,,,,,,,,,,
2020-06-23,central,1,1332048,false,,,,,,,,,,,,,,,
2020-06-24,central,1,1332048,false,,,,,,,,,,,,,,,
2020-06-25,central,1,1332048,false,,,,,,,,,,,,,,,
2020-06-26,central,1,1332048,false,,,,,,,,,,,,,,,
2020-06-27,central,1,1332048,false,,,,,,,,,,,,,,,
2020-06-28,central,1,1332048,false,,,,,,,,,,,,,,,
2020-06-29,central,1,1332048,false,,,,,,,,,,,,,,,
2020-06-30,central,1,1332048,false,,,,,,,,,,,,,,,
2020-07-01,central,1,1332048,false,,,,,,,,,,,,,,,
2020-07-02,central,1,1332048,false,,,,,,,,,,,,,,,
2020-07-03,central,1,1332048,false,,,,,,,,,,,,,,,
2020-07-04,central,1,1332048,false,,,,,,,,,,,,,,,
2020-07-05,central,1,1332048,false,,,,,,,,,,,,,,,
2020-07-06,central,1,1332048,false,,,,,,,,,,,,,,,
2020-07-07,central,1,1332048,false,,,,,,,,,,,,,,,
2020-07-08,central,1,1332048,false,,,,,,,,,,,,,,,
2020-07-09,central,1,1332048,false,,,,,,,,,,,,,,,
2020-07-10,central,1,1332048,false,,,,,,,,,,,,,,,
2020-07-11,central,1,1332048,false,,,,,,,,,,,,,,,
2020-07-12,central,1,1332048,false,,,,,,,,,,,,,,,
2020-07-13,central,1,1332048,false,,,,,,,,,,,,,,,
2020-07-14,central,1,1332048,false,,,,,,,,,,,,,,,
2020-07-15,central,1,1332048,false,,,,,,,,,,,,,,,
2020-07-16,central,1,1332048,false,,,,,,,,,,,,,,,
2020-07-17,central,1,1332048,false,,,,,,,,,,,,,,,
2020-07-18,central,1,1332048,false,,,,,,,,,,,,,,,
2020-07-19,central,1,1332048,false,,,,,,,,,,,,,,,
2020-07-20,central,1,1332048,false,,,,,,,,,,,,,,,
2020-07-21,central,1,1332048,false,,,,,,,,,,,,,,,
2020-07-22,central,1,1332048,false,,,,,,,,,,,,,,,
2020-07-23,central,1,1332048,false,,,,,,,,,,,,,,,
2020-07-24,central,1,1332048,false,,,,,,,,,,,,,,,
2020-07-25,central,1,1332048,false,,,,,,,,,,,,,,,
