date,region,rw,population,inference,cases,hospit,deaths,cases_smoothed,hospit_smoothed,deaths_smoothed,cases_per_100000,hospit_per_100000,deaths_per_100000,cases_incidence,hospit_incidence,deaths_incidence,cumulative_cases,cumulative_hospit,cumulative_deaths
2020-09-09,zealand,41,838840,false,24,1,0,36.0,1.0,0.0,2.8610938915645416,0.1192122454818559,0.0,25.392208287635302,0.2384244909637118,0.0,2786,593,127
2020-09-10,zealand,42,838840,false,50,1,0,35.857142857142854,1.2857142857142858,0.0,5.960612274092795,0.1192122454818559,0.0,29.564636879500263,0.3576367364455677,0.0,2836,594,127
2020-09-11,zealand,43,838840,false,21,3,0,30.857142857142858,1.5714285714285714,0.0,2.503457155118974,0.3576367364455677,0.0,29.326212388536554,0.7152734728911354,0.0,2857,597,127
2020-09-12,zealand,44,838840,false,23,1,0,29.0,1.4285714285714286,0.0,2.7418816460826854,0.1192122454818559,0.0,30.041485861427685,0.8344857183729912,0.0,2880,598,127
2020-09-13,zealand,45,838840,false,17,2,0,32.142857142857146,1.4285714285714286,0.0,2.02660817319155,0.2384244909637118,0.0,29.92227361594583,1.0729102093367031,0.0,2897,600,127
2020-09-14,zealand,46,838840,false,31,2,0,31.285714285714285,1.7142857142857142,0.0,3.695579609937533,0.2384244909637118,0.0,25.749845024080873,1.3113347003004148,0.0,2928,602,127
2020-09-15,zealand,47,838840,false,37,0,0,35.142857142857146,1.5714285714285714,0.0,4.410853082828668,0.0,0.0,24.200085832816747,1.192122454818559,0.0,2965,602,127
2020-09-16,zealand,48,838840,false,46,1,0,38.714285714285715,1.7142857142857142,0.0,5.483763292165371,0.1192122454818559,0.0,26.82275523341758,1.192122454818559,0.0,3011,603,127
2020-09-17,zealand,49,838840,false,44,3,0,42.857142857142854,1.4285714285714286,0.14285714285714285,5.245338801201659,0.3576367364455677,0.0,26.10748176052644,1.4305469457822708,0.0,3055,606,127
2020-09-18,zealand,50,838840,false,48,2,0,46.42857142857143,1.2857142857142858,0.14285714285714285,5.722187783129083,0.2384244909637118,0.0,29.326212388536554,1.3113347003004148,0.0,3103,608,127
2020-09-19,zealand,51,838840,false,48,2,0,50.857142857142854,1.5714285714285714,0.14285714285714285,5.722187783129083,0.2384244909637118,0.0,32.30651852558295,1.4305469457822708,0.0,3151,610,127
2020-09-20,zealand,52,838840,false,46,0,1,57.857142857142854,2.142857142857143,0.14285714285714285,5.483763292165371,0.0,0.1192122454818559,35.76367364455677,1.192122454818559,0.1192122454818559,3197,610,128
2020-09-21,zealand,53,838840,false,56,1,0,63.142857142857146,2.142857142857143,0.2857142857142857,6.67588574698393,0.1192122454818559,0.0,38.743979781603166,1.0729102093367031,0.1192122454818559,3253,611,128
2020-09-22,zealand,54,838840,false,68,2,0,65.57142857142857,2.0,0.2857142857142857,8.1064326927662,0.2384244909637118,0.0,42.4395593915407,1.3113347003004148,0.1192122454818559,3321,613,128
2020-09-23,zealand,55,838840,false,95,5,0,66.28571428571429,2.0,0.2857142857142857,11.32516332077631,0.5960612274092795,0.0,48.28095942015164,1.7881836822278383,0.1192122454818559,3416,618,128
2020-09-24,zealand,56,838840,false,81,3,1,65.28571428571429,2.4285714285714284,0.14285714285714285,9.656191884030328,0.3576367364455677,0.1192122454818559,52.691812502980305,1.7881836822278383,0.2384244909637118,3497,621,129
2020-09-25,zealand,57,838840,false,65,1,0,66.14285714285714,2.4285714285714284,0.14285714285714285,7.748795956320633,0.1192122454818559,0.0,54.71842067617186,1.6689714367459825,0.2384244909637118,3562,622,129
2020-09-26,zealand,58,838840,false,53,2,0,63.857142857142854,2.142857142857143,0.14285714285714285,6.318249010538362,0.2384244909637118,0.0,55.31448190358114,1.6689714367459825,0.2384244909637118,3615,624,129
2020-09-27,zealand,59,838840,false,39,3,0,58.714285714285715,2.0,0.14285714285714285,4.64927757379238,0.3576367364455677,0.0,54.47999618520815,2.02660817319155,0.1192122454818559,3654,627,129
2020-09-28,zealand,60,838840,false,62,1,0,55.142857142857146,1.8571428571428572,0.0,7.391159219875066,0.1192122454818559,0.0,55.195269658099285,2.02660817319155,0.1192122454818559,3716,628,129
2020-09-29,zealand,61,838840,false,52,0,0,51.714285714285715,2.4285714285714284,0.0,6.199036765056507,0.0,0.0,53.287873730389585,1.7881836822278383,0.1192122454818559,3768,628,129
2020-09-30,zealand,62,838840,false,59,4,0,48.714285714285715,2.142857142857143,0.0,7.033522483429498,0.4768489819274236,0.0,48.99623289304277,1.6689714367459825,0.1192122454818559,3827,632,129
2020-10-01,zealand,63,838840,false,56,2,0,47.42857142857143,1.8571428571428572,0.0,6.67588574698393,0.2384244909637118,0.0,46.015926755996375,1.5497591912641266,0.0,3883,634,129
2020-10-02,zealand,64,838840,false,41,5,0,44.285714285714285,2.0,0.0,4.887702064756092,0.5960612274092795,0.0,43.15483286443183,2.02660817319155,0.0,3924,639,129
2020-10-03,zealand,65,838840,false,32,0,0,42.57142857142857,2.0,0.0,3.8147918554193887,0.0,0.0,40.65137570931286,1.7881836822278383,0.0,3956,639,129
2020-10-04,zealand,66,838840,false,30,1,0,39.42857142857143,1.7142857142857142,0.0,3.5763673644556766,0.1192122454818559,0.0,39.578465499976154,1.5497591912641266,0.0,3986,640,129
2020-10-05,zealand,67,838840,false,40,2,0,35.42857142857143,1.5714285714285714,0.0,4.768489819274236,0.2384244909637118,0.0,36.95579609937533,1.6689714367459825,0.0,4026,642,129
2020-10-06,zealand,68,838840,false,40,0,0,33.857142857142854,1.1428571428571428,0.0,4.768489819274236,0.0,0.0,35.52524915359306,1.6689714367459825,0.0,4066,642,129
2020-10-07,zealand,69,838840,false,37,2,0,32.857142857142854,1.4285714285714286,0.0,4.410853082828668,0.2384244909637118,0.0,32.90257975299223,1.4305469457822708,0.0,4103,644,129
2020-10-08,zealand,70,838840,false,28,1,0,32.714285714285715,1.4285714285714286,0.14285714285714285,3.337942873491965,0.1192122454818559,0.0,29.564636879500263,1.3113347003004148,0.0,4131,645,129
2020-10-09,zealand,71,838840,false,30,2,0,36.857142857142854,1.2857142857142858,0.14285714285714285,3.5763673644556766,0.2384244909637118,0.0,28.253302179199846,0.9536979638548472,0.0,4161,647,129
2020-10-10,zealand,72,838840,false,25,2,0,34.57142857142857,1.4285714285714286,0.14285714285714285,2.9803061370463975,0.2384244909637118,0.0,27.41881646082685,1.192122454818559,0.0,4186,649,129
2020-10-11,zealand,73,838840,false,29,1,1,34.42857142857143,1.2857142857142858,0.14285714285714285,3.457155118973821,0.1192122454818559,0.1192122454818559,27.299604215345003,1.192122454818559,0.1192122454818559,4215,650,130
2020-10-12,zealand,74,838840,false,69,1,0,36.0,1.1428571428571428,0.14285714285714285,8.225644938248058,0.1192122454818559,0.0,30.75675933431882,1.0729102093367031,0.1192122454818559,4284,651,130
2020-10-13,zealand,75,838840,false,24,1,0,38.42857142857143,1.2857142857142858,0.14285714285714285,2.8610938915645416,0.1192122454818559,0.0,28.849363406609125,1.192122454818559,0.1192122454818559,4308,652,130
2020-10-14,zealand,76,838840,false,36,1,0,38.857142857142854,1.2857142857142858,0.14285714285714285,4.2916408373468125,0.1192122454818559,0.0,28.73015116112727,1.0729102093367031,0.1192122454818559,4344,653,130
2020-10-15,zealand,77,838840,false,39,0,0,39.714285714285715,1.1428571428571428,0.0,4.64927757379238,0.0,0.0,30.041485861427685,0.9536979638548472,0.1192122454818559,4383,653,130
2020-10-16,zealand,78,838840,false,47,3,0,39.57142857142857,1.7142857142857142,0.0,5.602975537647227,0.3576367364455677,0.0,32.068094034619236,1.0729102093367031,0.1192122454818559,4430,656,130
2020-10-17,zealand,79,838840,false,28,2,0,46.142857142857146,1.7142857142857142,0.0,3.337942873491965,0.2384244909637118,0.0,32.4257307710648,1.0729102093367031,0.1192122454818559,4458,658,130
2020-10-18,zealand,80,838840,false,35,0,0,51.857142857142854,1.8571428571428572,0.0,4.172428591864956,0.0,0.0,33.14100424395594,0.9536979638548472,0.0,4493,658,130
2020-10-19,zealand,81,838840,false,68,5,0,57.0,2.142857142857143,0.0,8.1064326927662,0.5960612274092795,0.0,33.021791998474086,1.4305469457822708,0.0,4561,663,130
2020-10-20,zealand,82,838840,false,70,1,0,61.57142857142857,2.4285714285714284,0.0,8.344857183729912,0.1192122454818559,0.0,38.50555529063945,1.4305469457822708,0.0,4631,664,130
2020-10-21,zealand,83,838840,false,76,2,0,70.28571428571429,2.5714285714285716,0.0,9.060130656621048,0.2384244909637118,0.0,43.27404510991369,1.5497591912641266,0.0,4707,666,130
2020-10-22,zealand,84,838840,false,75,2,0,76.57142857142857,2.7142857142857144,0.0,8.940918411139192,0.2384244909637118,0.0,47.565685947260505,1.7881836822278383,0.0,4782,668,130
2020-10-23,zealand,85,838840,false,79,5,0,81.0,3.0,0.14285714285714285,9.417767393066615,0.5960612274092795,0.0,51.38047780267989,2.02660817319155,0.0,4861,673,130
2020-10-24,zealand,86,838840,false,89,3,0,90.28571428571429,3.0,0.14285714285714285,10.609889847885174,0.3576367364455677,0.0,58.65242477707311,2.1458204186734062,0.0,4950,676,130
2020-10-25,zealand,87,838840,false,79,1,0,99.57142857142857,3.0,0.14285714285714285,9.417767393066615,0.1192122454818559,0.0,63.89776357827476,2.265032664155262,0.0,5029,677,130
2020-10-26,zealand,88,838840,false,99,7,1,106.0,3.0,0.14285714285714285,11.802012302703734,0.8344857183729912,0.1192122454818559,67.59334318821229,2.503457155118974,0.1192122454818559,5128,684,131
2020-10-27,zealand,89,838840,false,135,1,0,116.42857142857143,2.857142857142857,0.14285714285714285,16.09365314005055,0.1192122454818559,0.0,75.34213914453292,2.503457155118974,0.1192122454818559,5263,685,131
