date,region,cases,hospit,deaths,population,cases_smoothed,hospit_smoothed,deaths_smoothed,cases_per_100000,hospit_per_100000,deaths_per_100000,cases_incidence,hospit_incidence,deaths_incidence,cumulative_cases,cumulative_hospit,cumulative_deaths
2021-03-07,central,73,1,0,1332048,69.14285714285714,2.5714285714285716,0.0,5.480282992805064,0.07507236976445293,0.0,33.3321321754171,1.4263750255246057,0.07507236976445293,37777,1847,339
2021-03-08,central,92,2,0,1332048,72.28571428571429,2.4285714285714284,0.14285714285714285,6.90665801832967,0.15014473952890586,0.0,35.43415852882178,1.4263750255246057,0.07507236976445293,37869,1849,339
2021-03-09,central,89,1,0,1332048,72.71428571428571,2.0,0.14285714285714285,6.6814409090363105,0.07507236976445293,0.0,35.95966511717295,1.3513026557601528,0.0,37958,1850,339
2021-03-10,central,79,1,0,1332048,74.71428571428571,1.5714285714285714,0.14285714285714285,5.930717211391782,0.07507236976445293,0.0,36.33502696599522,1.3513026557601528,0.0,38037,1851,339
2021-03-11,central,69,2,1,1332048,74.14285714285714,1.7142857142857142,0.14285714285714285,5.179993513747252,0.15014473952890586,0.07507236976445293,37.986619100813186,1.2762302859956998,0.07507236976445293,38106,1853,340
2021-03-12,central,61,2,0,1332048,72.71428571428571,2.142857142857143,0.14285714285714285,4.5794145556316295,0.15014473952890586,0.0,38.21183621010653,1.051013176702341,0.07507236976445293,38167,1855,340
2021-03-13,central,60,2,0,1332048,77.71428571428571,2.5714285714285716,0.14285714285714285,4.504342185867175,0.15014473952890586,0.0,39.26284938680889,0.8257960674089823,0.07507236976445293,38227,1857,340
2021-03-14,central,69,2,0,1332048,78.71428571428571,3.142857142857143,0.14285714285714285,5.179993513747252,0.15014473952890586,0.0,38.96255990775107,0.9008684371734351,0.07507236976445293,38296,1859,340
2021-03-15,central,82,5,0,1332048,79.28571428571429,2.857142857142857,0.0,6.155934320685141,0.37536184882226464,0.0,38.21183621010653,1.1260855464667938,0.07507236976445293,38378,1864,340
2021-03-16,central,124,4,0,1332048,81.0,3.0,0.0,9.308973850792164,0.3002894790578117,0.0,40.83936915186239,1.3513026557601528,0.07507236976445293,38502,1868,340
2021-03-17,central,86,5,0,1332048,82.14285714285714,3.142857142857143,0.0,6.456223799742952,0.37536184882226464,0.0,41.36487574021356,1.6515921348179645,0.07507236976445293,38588,1873,340
2021-03-18,central,73,0,0,1332048,84.14285714285714,3.5714285714285716,0.0,5.480282992805064,0.0,0.0,41.66516521927138,1.5014473952890586,0.0,38661,1873,340
2021-03-19,central,73,3,0,1332048,86.71428571428571,3.4285714285714284,0.0,5.480282992805064,0.22521710929335878,0.0,42.566033656444816,1.5765197650535114,0.0,38734,1876,340
2021-03-20,central,68,3,0,1332048,87.28571428571429,3.2857142857142856,0.0,5.104921143982799,0.22521710929335878,0.0,43.166612614560435,1.6515921348179645,0.0,38802,1879,340
2021-03-21,central,83,5,0,1332048,90.42857142857143,3.0,0.14285714285714285,6.231006690449593,0.37536184882226464,0.0,44.217625791262776,1.8768092441113233,0.0,38885,1884,340
2021-03-22,central,100,4,0,1332048,91.14285714285714,4.0,0.14285714285714285,7.507236976445293,0.3002894790578117,0.0,45.56892844702293,1.8017368743468702,0.0,38985,1888,340
2021-03-23,central,128,3,0,1332048,92.14285714285714,4.142857142857143,0.14285714285714285,9.609263329849975,0.22521710929335878,0.0,45.86921792608074,1.7266645045824176,0.0,39113,1891,340
2021-03-24,central,108,3,1,1332048,96.85714285714286,4.571428571428571,0.14285714285714285,8.107815934560916,0.22521710929335878,0.07507236976445293,47.520810060898704,1.5765197650535114,0.07507236976445293,39221,1894,341
2021-03-25,central,78,7,0,1332048,95.85714285714286,4.571428571428571,0.14285714285714285,5.8556448416273295,0.5255065883511705,0.0,47.89617190972097,2.102026353404682,0.07507236976445293,39299,1901,341
2021-03-26,central,80,4,0,1332048,95.42857142857143,5.285714285714286,0.14285714285714285,6.005789581156234,0.3002894790578117,0.0,48.42167849807214,2.1770987231691357,0.07507236976445293,39379,1905,341
2021-03-27,central,101,6,0,1332048,90.28571428571429,5.142857142857143,0.14285714285714285,7.582309346209746,0.45043421858671756,0.0,50.89906670029909,2.402315832462494,0.07507236976445293,39480,1911,341
2021-03-28,central,76,5,0,1332048,89.14285714285714,5.714285714285714,0.0,5.705500102098423,0.37536184882226464,0.0,50.373560111947924,2.402315832462494,0.07507236976445293,39556,1916,341
2021-03-29,central,97,9,0,1332048,93.57142857142857,5.857142857142857,0.0,7.282019867151935,0.6756513278800764,0.0,50.148343002654556,2.7776776812847586,0.07507236976445293,39653,1925,341
2021-03-30,central,92,2,0,1332048,95.0,5.571428571428571,0.0,6.90665801832967,0.15014473952890586,0.0,47.445737691134255,2.7026053115203057,0.07507236976445293,39745,1927,341
2021-03-31,central,100,7,0,1332048,96.14285714285714,5.0,0.0,7.507236976445293,0.5255065883511705,0.0,46.845158733018636,3.002894790578117,0.0,39845,1934,341
2021-04-01,central,109,8,0,1332048,96.0,4.428571428571429,0.0,8.18288830432537,0.6005789581156235,0.0,49.17240219571667,3.0779671603425705,0.0,39954,1942,341
2021-04-02,central,90,2,0,1332048,94.71428571428571,3.4285714285714284,0.14285714285714285,6.756513278800764,0.15014473952890586,0.0,49.9231258933612,2.9278224208136647,0.0,40044,1944,341
2021-04-03,central,109,2,0,1332048,95.42857142857143,4.142857142857143,0.14285714285714285,8.18288830432537,0.15014473952890586,0.0,50.52370485147682,2.627532941755853,0.0,40153,1946,341
2021-04-04,central,75,1,0,1332048,96.57142857142857,3.7142857142857144,0.2857142857142857,5.63042773233397,0.07507236976445293,0.0,50.448632481712366,2.327243462698041,0.0,40228,1947,341
